genes	453W	684C	CR3L	FLWA	FY2H	CYFZ	925L	9JD4	G4YW	4DUY	CZJE	36TS
CTC-312O10.3	0	1.03095	0.675242	0	0	0	0	0	0	0.349252	0	0.0519808
ADGRE4P	1.04377501	3.59095	2.74198	1.780367	1.711918	2.40834	5.4463995	3.65383	0.4789970110575	4.108685	3.315101	4.9198677
ZNF557	9.25623	8.612711	6.68961	7.419114	6.01173	9.59439	8.33294	9.4993	9.71764	7.78501	8.02817	4.97837
INSR	8.507942	6.8830776	7.754409	7.439908	8.193933	3.4105119	4.617092	3.234622	5.021731	3.797999	7.1153232	5.647463
CTB-133G6.1	7.02606	9.01296	13.0451	5.12449	6.66608	6.02481	27.0727	30.2507	17.2409	15.002	7.2234	9.70125
CTD-2207O23.3	6.78611	5.7868	10.4793	4.74135	3.01881	3.76733	9.54534	11.7621	8.99412	9.73081	4.58746	6.72843
ARHGEF18	10.91395	10.242602	10.408277	17.523429	9.585437	6.554565	10.310456	13.909984	13.517922	4.0247717403	8.854226	6.816443
PEX11G	2.917454	5.42762	4.50447	3.082755	1.806078	1.039047	1.2389	3.638911	2.668657	2.004402	2.685752	4.500372
MCOLN1	49.5730866427	41.752011	46.054153	39.74773	66.067339	32.766255	34.3627	38.24672	29.521833	32.471881	44.83207	49.866658
PNPLA6	53.356153305	39.645299407	32.492476976	46.1323167	39.3566110203675	45.1360773433	51.67653936838	36.0521924	30.2831988078	60.16702403429	33.476121	48.82021454157
XAB2	24.522155	29.8937	9.40459	19.649979	12.219852	10.668335	13.090774	10.395647	12.434016	25.00518	29.68034	19.263844
PET100	22.29648	29.05075	20.892574	77.8814	25.03653	30.26701	23.63693	32.65562	19.19039991	20.701031	14.772788	7.548636
CTD-3214H19.6	3.81415	3.38893	5.16336	0.417116	4.5104	3.37517	4.8174	6.42429	1.58305	5.40029	7.23689	1.61792
STXBP2	356.191506	306.8772137	282.276452	366.45876	392.368299	312.993329	312.068513	264.214355	312.796249	325.0340388	294.7534011565	327.165834
MCEMP1	75.1623	34.48143	114.5124	60.36147	47.61857	35.74797	47.68073	13.049154	41.73763	29.0352138047	60.2434000605662	86.80978072
CTD-3214H19.16	9.68785	18.8243	29.142	18.9023	15.7272	19.7135	17.3296	7.44011	15.6332	0.355107	18.0672	33.2926
TRAPPC5	21.19174	5.603744	10.02266	22.77129	14.151223	10.927761	17.66561	30.55544	26.59181	28.124558	8.09744576979	10.359839
FCER2	29.09288	52.81836	39.634326794	36.962705	42.25223	33.987751	110.073535	25.172532	16.652693	25.44297	46.72081	18.398831
CD209	1.36939	2.200247	0.356977	1.85849	1.0298682	0.16159	1.940295	0.134476	0.57893	0.0308996	0.363557	0.563271
EVI5L	1.257167	0.9858807	1.6991916	2.4630619	2.304342	1.554938	0.1796052	0.5588623	0.8339893	1.8106397	0.375991	0.710422
MAP2K7	3.906402	3.608662283	6.486244	5.26984	3.7859	3.221977	4.2657817624	2.32320145496	3.39682841168	3.344468	4.43041	5.466652
SNAPC2	21.353674	30.189156	10.793	19.437321	30.03881	18.706917	17.701913	15.020598	16.423697	21.087165	27.600153	25.79006
TIMM44	35.218873	37.373291	34.322812	37.20614594	29.674126	43.454488	32.203121	34.843437	27.40132009746	19.952553	22.976982	26.150257
ELAVL1	37.22301	25.68808	27.70937	35.03684	24.99203	12.41369	34.98975	38.44714	36.34345	31.11328	9.78425	15.28878
CTD-2325M2.1	10.3694	8.10519	11.7031	11.663	13.339	6.8468	9.37035	6.57614	13.8421	10.4252	8.19836	9.60068
CERS4	13.638846	22.39997	15.531485	12.656845591	8.400734	18.051867	14.53035	17.1944821	22.108267	10.521235	13.443614	5.876591
CD320	45.9038978171	41.30326	26.88958	21.640821	33.09346	35.711602	32.562969	38.11199	40.33644389785	32.8295259055	32.11816	31.0942480012043
NDUFA7	22.75458	24.55669	29.39281	39.73727	24.30657	30.66643	30.68664	13.72352	20.7198	22.11226	29.19794	20.65812
RPS28	104.6434	105.375156	75.71225	230.67761	56.316272	112.603	196.41789	310.257916	266.075253	168.47491	111.27142	176.81404
RAB11B	79.348716	50.491535	80.6424	88.6165	49.4792	42.60075	55.536631	63.3647	58.0389412	71.9732	37.531675	48.196902
MARCH2	25.146361	21.25766	15.105234	34.102751	45.22893	41.53492	34.31991	47.5622	20.894189	32.331054	25.238218	39.335813
HNRNPM	177.854929	145.926327	160.573049	134.990331	149.92288	139.55986	135.766638	148.255746	130.875914	130.34534	177.976675	146.378451
PRAM1	63.73967	65.92869	60.02821	70.59399	90.54542	49.860282	62.88623	54.01067	77.84993	54.99887	62.89838	70.698471
ZNF414	20.28201	5.707957	7.17171	12.250658	5.370142	3.455144	4.1858374	2.018614	2.756157	7.927159	4.495671	7.06896
MYO1F	341.671355	324.795162	386.542625	284.345446	359.373036	296.330559	356.312672	317.750936	301.723434	348.322706	290.09372	317.452109
AC130469.1	8.01969	8.64048	8.1944	3.00045	10.5392	3.6433	3.32037	8.07975	7.64407	5.11598	6.52551	3.92108
ADAMTS10	2.249994	8.2186029	2.891851	4.435693	1.649339	2.4396186	3.936274	9.358966	7.56761700569257	3.517684	1.8008548289872	2.997547
AC092566.1	2.07279	16.7007	4.2692	0	0	0	0	0	0.95508	9.34594	6.21815	0
ZNF558	17.675462	12.465677	12.584052	13.209709	6.336168	13.25661	14.578394	17.796671	7.351749	11.437605	8.410787	5.335479
MUC16	0	0	0	0	0	0.0186097	0.0556297	0.0852791	0.126845	0	0.013936	0
ZNF317	35.51193	33.026423	35.368146	33.06875	35.367184	30.286508	20.836668	23.72194	21.431074	30.136119	37.335286	36.945039
OR7D2	0.62537	0.98028	0.47162	0.451169	0.416156	0.691358	0.676145	1.49075	0.654591	0.518586	0.540947	0.248579
ZNF699	2.994706	1.644628	2.884764	2.980749	0.570547	2.029586	4.10984	6.546151	5.289672	6.66181	2.539761	2.924306
ZNF559	35.004654	52.14196050804	23.670801	28.91682161	21.564726	33.5928400914622	28.587266	30.001661	27.2467426	29.289151	22.284378	11.1732543
ZNF559-ZNF177	0.445453	6.051328	1.392891	2.313768	1.550464	3.958562	2.249025	5.39381000227801	0.75951	0.60454600389427	1.010094	0.754037
ZNF177	3.25698	0.633907	2.8265023	5.82424	0	1.7381944	0.200897	0.6956969	0.848156	1.631014	0.850721	0.93889
ZNF266	40.49343	73.70762	117.05904	37.16588	20.61892	56.66652	45.79693	51.53583	57.63675	51.436476	49.94936	46.1346
ZNF426	16.593032	12.78562	8.30534	13.12184	3.560157	12.13529	16.66505	8.366504	8.649544	12.04598	15.287059	11.81951
ZNF121	16.18112	32.43004	15.80628	27.06079	18.80801	18.18212	20.46692	22.5353	20.54405	26.0909	20.26793	19.57388
ZNF561	23.25246295	11.7515749	30.2272687401	13.0619310017831	20.984886910016	20.744665	32.16828	21.041658	22.780882	31.164676	18.3710350006096	11.0488070007916
ZNF561-AS1	3.05923	1.744508	4.87149	2.132864	5.165477	3.84524689601	2.861684	5.016942	3.770787	13.093571	3.264719	1.7820843
ZNF562	14.427117	15.439452	13.884991	18.526342	17.901145	15.747236	15.466031	16.22218	19.99403	14.616771	10.703782	8.625567
ZNF846	6.207787	7.331881	4.160194	7.4042723	2.3249690239678	9.5715839	11.669065	10.282751	8.198027	9.079163116577	9.632863	5.716916
FBXL12	45.11759	45.12319	44.15975673	52.85776	38.114712	33.71558	31.570762	40.573214	35.6618390102022	35.0008956026	30.01525	41.75552978
UBL5	50.86539	47.7789	43.19331	90.53401	71.15826	47.16866	51.16264	76.76088	77.48488	71.116719	47.91367	58.58225641
PIN1	51.98381	49.906678	56.56812	52.66188	56.03323	65.638929	42.782473	51.290028	49.249286	43.92488	53.013099	49.565428
OLFM2	3.854599	5.073216	3.54858	5.136945	1.07529	5.931364	2.87467	6.386112	6.6143	4.801387	1.643536	0.404089
COL5A3	0.131558	0.102001	0	0.791127	0	0	0.0151036	0.0665021	0	0.203191	0.191439	0.18139
C19orf66	71.101348	71.789563	61.194134	74.029995	61.338741	68.581391	61.0998600086973	72.10008	64.430742	71.402764	55.77198	48.86444
ANGPTL6	0	0	0	1.269309	0	0	0.218715	0.915111	0.343154	1.1465041	0.149747	0
PPAN	4.169254	3.818874	3.1106857	4.995306	2.909077	2.00335774569	8.952856	11.317079671	6.189184	4.477272	3.132444	5.625124
P2RY11	4.70697	4.217755	3.651985	6.03577	2.89586	4.14372	3.64531	5.80666	4.934319	3.981807	2.057825	4.021
EIF3G	162.832417	207.966713	172.066392	190.28384	177.116965	193.97414	187.58674	195.831255	216.73384	178.802633	202.685481	186.535161
DNMT1	77.518502	80.9821828	96.412687102	101.796512511005	95.579591	81.2021202134293	84.52386911	70.55361	75.034726010938	68.4118253	78.92616907	73.952661238909
S1PR2	10.6083	11.1777	6.97099	14.8977	17.2586	11.0033	7.945	9.18934	8.52773	6.24288	13.2005	8.4435
MRPL4	32.232646	36.181444	28.786723	24.745553	38.106126	40.743729	34.151137	38.793932	41.607646	41.189053	29.699259507	31.416924
ICAM1	76.18201	56.0221	103.41586	55.36784	88.03984	138.32428307	39.65095	31.993221	34.5782698	32.862528	95.780125	136.71718
CTD-2369P2.8	0	0.417037	0.16693	0.461499	0.152494	0.881898	0.287075	0.188344	0.310333	0.0931161	0.618214	1.02974
ICAM4	4.67464	5.6754	6.914175	4.55492	3.45831	11.628689	4.916671	2.539099	8.05957	13.88757	4.248016	20.50537
ZGLP1	1.530891	1.952702	2.392142	3.710757	5.9254	4.430873	5.30402	6.967102	5.20698	1.942925	2.5885226	4.16561591
CTD-2369P2.10	1.46464	1.48903	1.12379	1.22224	1.28097	2.40724	1.8988	1.36758	1.533	2.30528	1.53784	0.83235588
FDX2	4.344447	8.467016	4.88668	10.24678896	6.38296	7.813285	7.01819	3.453962	4.25753	5.895503	4.51297	7.774587
CTD-2369P2.12	0.427442	2.41425	0.208006	8.23673	2.2822	0.805907	0	3.62256	0.000111937	0	3.39325	4.99152
RAVER1	20.985649	11.991446	22.372276839	17.9737	15.7446209	9.57999	16.070371	19.8477560232389	20.654731	13.51871	6.288693	6.855017
AC114271.2	3.30871	0.0838425	0.844998	0.892038	1.73796	0.372443	0.730172	1.56687	0.48537	2.24109	0.230553	0.751415
ICAM3	275.550299	286.559629	235.94522	295.370992	260.843848	201.79735	226.42631	202.343425	216.273043	239.30529	223.78194	231.424073
TYK2	148.204242	114.7700122	140.87792772	136.39602967	143.880267	134.57799581	151.118689	131.604321	116.52102	155.4919271197	112.641418	132.215284
CDC37	186.53879	158.95031	145.51565	178.10868	129.896667	166.68138	157.835919	164.545	173.340407	166.1909	160.271646	171.652223
PDE4A	6.078451	9.64129	6.440709	7.0141226	3.525488	4.79602	5.435032	9.2435650234214	6.689823	4.636446	8.318553	6.414498
KEAP1	53.768414	44.410748	50.60295	44.0031876928	50.273975	50.934267	42.521073	40.181454	58.948667	50.207183	36.39599923	38.1168264945
S1PR5	102.20822	62.1932100008585	37.04817	92.18942	55.82077	106.81282	58.99892	68.25013	60.585224	44.135000618793	53.95521	30.521108
ATG4D	10.12059	4.03728	5.139201804702	10.228522	3.08281565287	9.294719	11.401186	8.339323	6.6221075	8.023369	6.8689958	7.95354700065031
KRI1	37.6163537037	32.182322	24.8725	24.320644972	28.580774	26.052406	31.724825	35.3744305	36.560695	30.413697	29.7254190327	17.606089893
CDKN2D	30.7274	22.93916	33.0054	31.2665	28.1558	39.5987	46.7448	45.9975	45.0682	38.0111	29.3383	53.7232
SLC44A2	260.66197	162.6445	275.530824	155.181424	231.609891	223.543643	230.7385250568	172.997510472312	206.36942	237.06679	241.37929	249.213094
ILF3-AS1	14.1998	18.0371	16.1763	22.4731	22.4792	13.166	13.7744	14.9478	18.1761	16.3257	19.614	13.8623
ILF3	78.079908	73.8922472075	85.680021	80.81385	70.52606	67.984103	126.803693	134.348708	136.6942521	156.670195853	117.0843155761	148.015611
QTRT1	42.6042982	60.7307	52.69692	43.007334	39.139342	36.55570998	33.969373	49.975833	30.658261417	40.454046	36.987974	32.254177
DNM2	59.6598910033112	51.88633383	52.412194	62.674389	40.899291280155	48.8020055	51.8087047	48.738941	59.2648115	42.118474	42.610686	50.122515
TMED1	30.64123	35.94001	19.8075	27.848944	35.93684	32.962888	30.06887	23.82831	36.474359	23.883318	40.3245	36.13328
C19orf38	76.921941	80.71751	70.04017	54.798	104.8337	70.265	77.6954	62.50405	92.2226	74.233054	97.16469	125.129
CARM1	3.799961185574	5.5849810035298	3.5172	2.512919	5.546511260396	3.765248311074	5.8170711917527	5.624248	4.9077833	1.5442590588656	6.270289756719	10.34142
YIPF2	34.21604	24.380823	19.641333	23.4098960182458	28.916519	16.153489	15.157984	23.858133	19.412525261205	20.817534	14.445085	17.2328927735
TIMM29	6.197173	17.81628	10.789323	13.15227	9.2914	8.33278	11.765387	11.81475	21.43978	11.1452	7.80407	2.280504
SMARCA4	30.7172093051	30.1396621546561	20.4324511	35.469204	20.9282008150511	25.347697	17.0377782	21.25661524	21.69233439068	19.204438	15.5959163	18.28169098
LDLR	15.0019827	18.747348014	24.593128	19.741759	23.844075	31.540193	15.651564	12.1544772	9.677737	14.331088	19.000845	31.264153001107
SPC24	3.506455	2.53083	4.41232	1.8872112	3.025965	4.33298	1.391956	1.0465692	2.969406	3.753903	2.387644	1.166837
KANK2	7.798931	3.664979	1.517953	4.169586	2.363663	3.149437	2.7143609	2.1328535	2.382456	1.659889	2.151183	1.4876002
DOCK6	0.234459	0.124418	4.54035	2.456829	1.663374	2.0743936	0.5281759	0.0852125	0.470796	4.1012331	1.4967196	2.17668899
CTC-510F12.4	8.707161	6.54335	8.00414	5.3948	6.8019	13.01229	12.02831	8.12882	8.33948	6.75712	6.58432	14.76927
RAB3D	60.507	49.3658	41.2706	58.4549	62.6452	38.397	47.7024	34.2147	43.2508	48.2673	48.673	44.2458
CTC-510F12.6	28.5589	17.9992	15.9442	28.5933	37.8712	17.5093	15.9933	27.57	22.3406	16.6773	26.592	25.0789
TMEM205	30.74946	50.1038	38.9403632	50.84583	41.576058	38.214977	45.1333172	40.667060837414	59.19382	42.21891601156	46.1521100078547	40.8141804619344
CCDC159	32.5071300103814	32.533267	52.763992	37.370395107	49.271264	36.553569	53.29675	43.0663914	68.319304	35.954087	40.052099	36.563197
PLPPR2	31.265762	20.439843	17.71208	30.784868	26.27312	17.779149	23.0777957	19.230184	28.043206	25.4649842	26.77679	30.213557
SWSAP1	6.99919	13.123	7.26413	8.13778	5.01596	7.46201	9.61799	5.51326	11.1394	7.49084	9.50096	5.86882
EPOR	4.35738186	6.4274516	7.09151	7.157018	4.96405	6.8793	10.063812	10.545383	11.908585	11.7332310281251	8.3399	10.09109
RGL3	0.415586	0.834639	4.952663	3.6174941	0.429234	1.6342216	1.329796	0.42674	1.51896	2.06386	1.92125	1.103358
PRKCSH	91.12555733	85.764202	74.114545	92.369738	62.058363	107.044966	93.25126	92.111783	91.107964	110.760863	101.9503009	79.375558
ECSIT	36.315076	41.970743	36.74873	31.239546	44.913906	38.673047	43.06352	42.641612	39.4354717	37.124753	44.689459	43.113361
ELOF1	91.590523	96.449832	136.093995	80.550734	83.975885	120.921466	121.332095	106.107461	92.811685	106.55432	98.50321	89.612887
ZNF627	14.045145	12.66926	12.6117	4.280601	9.63473420226	11.57891415424	14.822140419223	11.63610913	15.945777	11.842755	9.9880677846	5.638093
ACP5	34.80668	50.712324	48.57867	40.74484	45.271354	43.30291	51.553486	51.82357	67.847829	118.36995	47.811646	44.505561
ZNF823	3.257758	6.06562	2.506137	3.80098000220423	1.461023	5.91516	5.32955	11.4196900276194	5.38699	3.10739	1.846528	3.51488
ZNF441	11.000743	8.211076	12.74401	1.24546	12.165461	8.1516	11.62095	8.415819	11.43208	14.72708	8.19163	6.51141
ZNF491	0.304131	0	0.104298	2.042255	0	0.850739	0.880823	1.349705	2.17417	1.807075	0	0.221915
ZNF440	10.076013	7.814384	4.5837	5.713375	6.335703	3.647407	8.572158	6.3585	6.742583	5.951698	4.1408	3.519628
ZNF439	9.38385	12.199445	4.90877	9.78636	5.32309113	7.017717	7.879266	12.85069	3.734309	8.64937	3.504603	5.04439
AC020951.1	1.26553	2.24357	0.117295	1.10893	0.174648	0.406046	0.623136	0.745788	0.685931	0.650086	1.24411	0.658965
ZNF69	1.10107	2.265086	2.029281	3.432878	1.549289	2.927888	3.098739	4.15048	4.96777	5.33657	2.754038	2.363658
ZNF700	13.09838	13.301104	5.79511	15.982100195103	9.954136152	11.636491	12.59233	20.1033000378267	15.8636764989	14.7349	10.7126	7.45761
ZNF763	6.91544	2.75706	2.3943857	1.348288	4.0764842	4.786759	5.662072	2.982653	7.99462	9.42243	2.354021	2.0852774
CTD-2006C1.2	9.517329	13.56426	15.613353	14.462332	7.664283	9.781594	11.941744	12.83333	13.375825	7.616859	12.95642	6.922397
ZNF433	5.6885987	8.20761	4.548313	2.871186	9.998826	6.987719	5.518876	6.114417	8.515937366	3.355955	4.753231	5.72019
ZNF844	4.13397	3.56128	8.80321	1.489329	2.46522	5.24395	2.901648	4.96628	4.2468500289202	5.13711	3.36086	4.50826
ZNF788	1.55203605	6.635129	4.2632854	2.08645532	4.416399	3.674349	6.1497238171555	2.533361318483	7.716675	3.432018	1.2242115	2.045869
ZNF20	7.096211	7.38454	6.3946	6.861237	5.54587	6.812582	5.837251	4.158102	2.47603	4.365346	4.023271	10.276142
ZNF625-ZNF20	0.869582	1.62137	0.944069	4.06585	3.3317	3.64807	1.74204	6.40048	4.6428	8.05397	1.92708	1.36815
CTC-359D24.3	7.89083	4.40475	1.597936	5.92871	0.585743	8.83574	5.44769	2.39551	3.00124	7.1512	1.770966	0.836599
ZNF136	19.016634	14.0845	14.796065	24.895153	13.132347	11.349267	16.73638	15.484263	10.835721	16.19866	13.494137	10.397419
CTD-2666L21.1	1.781968	2.306963	2.355806	4.209562	0.206136	1.239521	1.563291	4.303881	4.647073	1.115898	0.338548	0.671649
ZNF44	26.15220581	29.99252	26.458495	16.839452	21.656769	30.150862	24.6123080251893	20.697346	21.172609	21.011747	28.793678	24.619707
ZNF563	5.36344	6.8492	2.36717	2.44002	2.42361	6.182333	10.259103	6.11635	8.88812	8.04378	3.558962	3.214869
ZNF442	2.043499184495	0.316462	2.434355	3.398747	0.16941	0.662139	1.382701	0.608145	0.852599	0.984338	0.487596	0.83099
CTD-3105H18.14	0.202258	0	0	0.20861	1.02888	0.903806	0.766861	0.073732	1.07285	1.16746	0.301879	0.0566855
ZNF799	7.478541	9.906228	9.28555	3.53022	3.625162	6.906267	10.28228	11.851191	8.690995	10.498101	5.313792	4.108499
ZNF443	2.12094	1.838941	1.47829	2.35985	0.622557	2.66895	6.64768	4.65192	3.382491	6.11818	3.01572	0.234127
ZNF709	0.537852	1.995929	2.443802	0	0.681789	2.092207	1.11397	2.91539	0.187104	2.6833	1.612128	0.876526
CTD-2192J16.17	2.90096	0	0.521823	0.341107	0.673339	0.0930299	1.08862	4.91025e-06	0.679532	1.19722	0.176438	0
ZNF564	8.248157	21.590448	18.697943	8.396789	14.41165	23.835558	13.15081	12.79233	16.2109	10.1747	12.035483	13.784901
CTD-2192J16.20	0.77841	1.7042	0.916441	3.21149	0.609522	2.05167	3.1379	1.86271	3.52119	2.46693	2.46709	1.38064
ZNF490	8.64642	7.944245	3.048976	5.793192	9.92952	6.598303	7.37732	6.96954	3.747514	7.079162	6.42048	4.51535
ZNF791	34.58581	20.3947975	22.68756	19.06276	12.989766	19.45926	23.807817	17.5411	26.87273	20.79946	20.172639	15.72382
CTD-2192J16.22	3.45931	2.16905	1.81601	2.36127	5.09101	2.32308	2.86341	1.90838	1.08072	0	3.32096	1.3547
MAN2B1	129.95665	116.62684	105.947902	125.93334162787	181.931546	100.87026	159.346463	132.528056	124.76216	126.195701	138.341432	162.77947
WDR83	14.555726	17.541463	14.116557	14.40678678	14.556193	13.83512566	13.454424	14.013507	15.414623	17.386796	9.529625	13.883989
WDR83OS	62.99014	66.778527	72.9221	116.26496	83.87431	70.98066	67.493367	76.15559	82.35708	64.74644	59.64111	74.84331
DHPS	132.0594	123.7081509	111.09249	105.1669	113.989267	140.09109	106.199682	118.54447	125.43521	130.39877	131.931813	95.419997
FBXW9	3.452015	9.24568	3.6866	1.98496	4.27054	4.805512	2.55728	6.687508	3.756101	7.351637	4.130367	2.47215
TNPO2	9.498402	4.33725	1.859245	7.188881	5.823611	4.5804511	3.752856	13.86086	8.47513053	8.885455945	4.70087831	5.640737
C19orf43	19.716142	12.88623	16.146402	21.96871	15.90264	16.08382	16.711992	27.26323	30.52721	19.054161	18.112453	29.33046
ASNA1	57.10578	66.970802	38.42344	49.132140419415	66.98636712048	47.829452528	30.7309101	32.2342	33.702749	26.52635	48.966547	41.38974
HOOK2	17.364602	7.6929096	13.906212	28.2863282	20.4963762	20.379114	18.524917	11.138218202	20.5550150951955	11.23982276177	13.662665	14.064327
JUNB	1576.03	1308.64	1968.7	1790.29	1383.86	682.953	454.315	363.921	326.916	396.966	929.1	1153.06
PRDX2	66.15287	88.24749	87.03099	63.93971	74.250079	77.356913	34.321673	75.0056294	63.4619	62.62715	82.49556	60.43833
RNASEH2A	14.576299	16.307655	16.764307	18.70864	16.253917	22.72484	17.23154	18.628558	13.93693	20.905235	19.588642	12.681047
MAST1	0.793007	3.031262	0.3787066	1.2811772	2.498013	1.0951543	1.3121353	2.053414	1.594847	0.858677	1.1710143	0.8328162
DNASE2	82.1296730889018	64.492183	51.285706	64.210972	75.273592	59.079771	46.82276	50.72436206847	48.833389	56.769067	74.7064	55.36339
KLF1	2.99457	1.52594	2.83386	0.43944	3.97793	5.02516	2.45111	6.66641	2.62043	2.98886	1.16572	1.1555
GCDH	44.882021	34.960601	34.14046934	22.437732	31.308481	30.830539	42.8384937	38.29285095	27.573894	32.969638	36.1610900085307	21.295707
RPS6P25	8.28582	5.75092	5.71166	5.29231	3.70847	3.34017	6.80032	7.82862	7.73037	3.86146	7.00838	5.14279
FARSA	74.909031	85.344797	51.326938	67.007947	68.379916	45.830761	51.335461	53.521583	63.50855	71.503363	46.252146	36.822033
CALR	159.2096	147.2574	94.78193	154.030941	130.81523	140.73708	119.88626	145.873131	149.292479	149.36958	159.200611	189.14382
CTC-425F1.4	0	19.4736	0	49.2626	0	4.3962	0	0	0	0	0	0
RAD23A	142.77282	131.82579	106.73925	119.00484	109.41699	97.43151	78.688164	87.27993	87.548593	69.968353	96.249812	87.30477
GADD45GIP1	4.68147	3.30801	8.33346	6.68964	5.04834	2.33837	5.62774	7.45022	5.9218	5.98858	2.50704	3.45012
LYL1	1.566435	2.365447	2.52578	3.395782	1.72201	2.030098	4.97902	6.791492	3.881309	4.498554	0.86057	3.712777
TRMT1	59.045567	48.107243	43.80662519	63.96554016	26.235211568	44.139831	41.815791	35.715638	43.407032	37.757451	33.991803	42.926749
STX10	100.95790360617	121.198013	89.22422	105.82533	116.38651	104.886143	114.97429	105.3856434261	137.27267	103.804659	106.002014	71.150712143
IER2	602.65823	899.92303	511.38325	721.3754	881.98958	836.50715	534.553035	148.875776	166.212901	284.43319	482.685557	718.38096
