gene	LAU125	LAU1255	LAU1314	LAU355
RP11-726G23.3	0	0	0	0
RP11-726G23.6	0	0	0	0
RP11-726G23.7	0	0	0	0
RP11-726G23.8	0	0	0	0
RP11-727A23.1	0	0.65	0	0.02
RP11-727A23.10	1.94	76.93	1.93	2.04
RP11-727A23.4	0.25	0.32	0.31	0.72
RP11-727A23.5	1.26	6.05	1.34	1.23
RP11-727A23.7	0.1	0.38	0.03	0.29
RP11-727A23.8	0	0	0	0
RP11-727M10.1	0	0	0	0
RP11-727M10.2	0	0	0	0
RP11-728C8.1	0.05	0	0.05	0
RP11-728D14.6	0	0	0	0
RP11-728F11.1	0	0.02	0.24	0.13
RP11-728F11.3	0	0	0	0
RP11-728F11.4	0.01	0	0	0.1
RP11-728K20.1	1.56	0.71	1.55	2
RP11-728L1.1	0	0	0.08	0
RP11-729M20.1	0	0	0	0
RP11-72B4.2	0.05	0	0	0
RP11-72H11.1	0	0	0	0
RP11-72I18.1	0	0	0	0
RP11-72I2.1	0	0	0	0
RP11-72K17.1	0	0	0	0
RP11-72K17.2	0	0.04	0	0
RP11-72L22.1	0	0	0	0.2
RP11-72M10.2	0	0	0	0
RP11-72M10.4	0	0.03	0	0
RP11-72M10.5	0	0	0	0
RP11-72M10.7	0.12	0	0	0
RP11-72M10.8	0	0.29	0	0
RP11-730A19.5	0	0.11	0.08	0.07
RP11-730A19.7	0	0	0	0
RP11-730A19.9	0.19	0	0.09	0.16
RP11-730G20.1	0	0.15	0	0
RP11-730G20.2	0	0	0	0
RP11-730K11.1	0.06	0.02	0.41	0.73
RP11-730N24.1	0	0	0	0.02
RP11-730N24.2	0	0	0	0
RP11-731C17.1	0.04	0	0	0.09
RP11-731D1.1	0.06	0	0	0
RP11-731D1.3	0	0	0	0
RP11-731F5.1	0	0.23	21.16	1.52
RP11-731F5.2	0.09	0.75	17.29	6.41
RP11-731J8.1	0	0	0.05	0.29
RP11-731N10.1	0	0	0	0
RP11-732A19.1	0	0.06	0.24	0
RP11-732A19.2	0.15	0	0.12	0.69
RP11-732A19.5	0.13	0.04	0	0.1
RP11-732A19.6	0	0	0	0
RP11-732A19.8	0	0	0	0
RP11-732M18.2	0	0	0	0
RP11-732M18.3	2.68	3.81	3.41	3.45
RP11-733C7.1	0	0	0	0
RP11-733D4.1	0	0	0	0
RP11-733O18.1	0	0.06	0	0.18
RP11-734C14.2	0	0	0	0
RP11-734I18.1	0.04	0.03	0.21	0.18
RP11-734J24.1	0	0.07	0.14	0
RP11-734K21.2	0	0	0	0
RP11-734K21.3	0	0	0	0
RP11-734K21.4	0	0	0	0
RP11-735B13.2	0.09	0	0	0
RP11-735G4.1	1.48	0	0.09	0
RP11-736E3.1	0	0	0	0.13
RP11-736I10.1	0	0	0	0
RP11-736I10.2	0.1	0	0	0.3
RP11-736K12.1	0	0	0	0
RP11-736K20.5	0.84	0.16	0	0
RP11-736K20.6	1.72	1.98	0	0
RP11-737F9.1	0	0	0	0
RP11-737F9.2	0	0	0	0
RP11-738B7.1	0	0	0	0
RP11-738E22.2	67.68	241.54	6.39	3.83
RP11-738G5.1	0	0	0	0
RP11-738G5.2	0.56	0.21	0.41	0.57
RP11-738I14.4	0	0	0	0
RP11-738O11.12	0	0	0	0
RP11-738O11.13	0.2	0.19	0.02	0
RP11-738O11.9	0.03	0	0	0
RP11-739N20.1	0	0.18	0	0
RP11-739N20.2	0	0.22	0.23	0.55
RP11-739N20.3	0	0	0.17	0
RP11-739P1.2	0	0	0	0.07
RP11-73B2.2	0	0	0	0
RP11-73B2.3	0	0	0	0
RP11-73B2.4	0	0	0	0
RP11-73B2.6	0	0.03	0.14	0.06
RP11-73B8.1	0	0	0.06	0
RP11-73E6.2	0.03	0	0	0
RP11-73G16.1	0.08	0.06	0.13	0.14
RP11-73G16.2	0	0.88	1.68	2.88
RP11-73G16.3	0	0	0	0
RP11-73M7.1	0	0	0	0
RP11-73M7.6	0.17	0	0	0
RP11-73O6.3	0	0	0.78	0.33
RP11-740C1.2	0	0.04	0	0
RP11-740D6.3	0	0	0	0
RP11-740N7.3	0	0	0	0.04
RP11-740N7.4	0.07	0	0	0
RP11-740P5.2	0	0	0	0
RP11-740P5.3	0	0	0	0
RP11-741G21.1	0	0	0	0
RP11-742B18.1	0	0	0	0
RP11-742D12.1	0	0	0	0
RP11-744H18.1	0	0	0	0.01
RP11-744J10.2	0	0	0	0
RP11-744N12.3	0	0	0	0
RP11-744O11.2	0	0	0	0
RP11-745A24.1	0.84	0	0.21	0
RP11-745A24.2	0.06	0	0	0
RP11-745C15.1	0	0.16	0	0.08
RP11-745C15.2	0	0	0	0
RP11-745I13.1	0	0	0	0
RP11-745J15.1	0	0.05	0.04	0
RP11-745L13.2	0	0	0	0
RP11-745O10.4	0	0.15	1.42	0
RP11-746P2.1	0	0	0	0
RP11-746P2.3	0	0	0	0.02
RP11-746P2.5	0	0	0	0
RP11-747D18.1	0	0	0.01	0
RP11-747H12.1	0	0.05	0	0
RP11-747H12.3	0	0	0	0
RP11-747H12.4	0	0	0	0
RP11-747H12.5	0.1	0.12	0.29	0.08
RP11-747I9.1	0	0.02	0.03	0
RP11-748C4.1	0	0	0	0
RP11-748H22.1	0	0.06	0.06	0
RP11-748H22.2	0	0	0	0
RP11-748L13.2	0	0	0	0
RP11-74B21.1	0	0	0	0.39
RP11-74C1.2	0.23	0	0.23	0.25
RP11-74C1.4	0	0	0	0
RP11-74C13.3	0.02	0	0	0
RP11-74C13.4	0	0	0	0
RP11-74C3.1	0	0	0	0
RP11-74D3.2	0	0	0	0
RP11-74E24.2	0	0	0	0.02
RP11-74K19.1	0	0	0	0
RP11-74M11.2	0	0	0	0
RP11-750H9.5	0.54	2.89	3.3	4.17
RP11-751A18.1	0	0	0	0
RP11-751L19.1	0	0	0	0
RP11-752D24.2	0.06	0	0.12	0.14
RP11-752D24.3	0	0	0	0.03
RP11-752L20.5	0	0	0	0
RP11-753B14.1	0	0	0	0
RP11-753C18.8	0	0	0.42	0
RP11-753E22.2	0	0	0	0
RP11-753E22.3	0	0	0	0
RP11-754B17.1	0.08	0.16	0	0.14
RP11-754I20.1	0	0	0	0
RP11-754J20.1	0	0	0	0
RP11-755B10.3	0.02	0	0	0.01
RP11-755E23.3	0	0	0	0
RP11-755F10.1	1.43	1.08	3.72	6.17
RP11-755F10.3	0.8	1.24	2.28	1.29
RP11-756A22.7	0.05	0.02	0	0.01
RP11-756D7.1	0	0	0	0
RP11-756G12.1	0	0	0	0
RP11-756K15.2	0.05	0	0	0
RP11-756P10.1	0	0	0	0
RP11-756P10.2	0	0	0	0
RP11-756P10.3	2.12	0.56	0.97	0.63
RP11-756P10.4	0	0	0	0
RP11-756P10.5	0	0	0	0
RP11-757C15.4	0	0	0	0
RP11-757F18.3	0	0	0	0
RP11-757G1.6	0.09	0.24	0.06	0.15
RP11-758B24.1	0	0	0	0
RP11-758H6.1	0	0	0.06	0
RP11-758I14.2	0	0	0	0
RP11-758I14.3	0	0	0	0
RP11-758M4.3	0	0	0	0
RP11-758M4.4	8.93	2.21	0.29	0.22
RP11-758P17.2	0	0	0	0
RP11-758P17.3	0	0	0.13	1.37
RP11-759A9.1	0	0	0.04	0.06
RP11-759A9.2	0	0	0	0
RP11-759F5.1	0	0	0	0
RP11-759L5.2	0.02	0.02	0.03	0
RP11-75A5.1	0	0	0	0
RP11-75A9.1	0	0	0	0
RP11-75A9.3	0.1	0.01	0.12	0.1
RP11-75C23.1	0	0	0	0
RP11-75C9.2	0	0	0	0
RP11-75L1.2	0.03	0	0.03	0.02
RP11-75N20.2	0	0	0	0
RP11-760D2.1	0	0	0	0
RP11-760D2.10	0	0	0.03	0
RP11-760D2.4	0	0	0	0
RP11-760D2.5	0.17	0.08	0.4	0.45
RP11-760D2.7	0.04	0	0	0
RP11-760D2.9	0	0	0	0
RP11-760H22.2	0.34	0.22	0.29	0.15
RP11-761E20.1	0.29	0.46	1.62	1.72
RP11-761N21.1	0	0	0	1.35
RP11-761N21.2	16.62	3.19	1454.55	1653.159
RP11-762B21.5	0	0.06	0	0
RP11-763B22.2	0.21	0.24	0.24	0
RP11-763B22.3	0	0.03	0	0
RP11-763B22.4	0.31	0	0.34	0.39
RP11-763B22.5	0.03	0	0.32	0.04
RP11-763B22.6	2.43	0.37	0.07	0.19
RP11-763B22.7	0.32	0	0	0
RP11-763B22.9	0	0	0	0
RP11-763F8.1	0	0	0	0
RP11-764I5.1	0	0	0	0
RP11-764K9.1	0.1	0	0.13	0.07
RP11-764K9.3	0	0	0	0
RP11-764K9.4	2.68	1.82	1.32	1.52
RP11-765K14.1	0	0	0	0
RP11-766F14.1	0	0	0.09	0
RP11-766F14.2	0.19	0.09	0.01	0
RP11-766N7.4	0.2	0	0	0
RP11-767C1.1	0	0	0	0.04
RP11-767C6.1	0	0	0	0
RP11-767L7.1	0	0	0	0
RP11-767L7.2	0	0	0	0
RP11-767N15.1	0	0.03	0	0
RP11-767N6.2	0.94	0.15	1.64	0.98
RP11-767N6.7	2.55	0.34	1.49	1.59
RP11-768B22.2	0.01	0.31	1.44	0.73
RP11-768F21.1	0	0	0	0
RP11-768G7.1	0.06	0	0	0
RP11-768G7.2	0.06	0	0	0
RP11-768G7.3	0.16	0	0	0
RP11-769N21.2	0	0	0	0
RP11-769N22.1	0.73	0.73	1.08	1.11
RP11-76E12.1	0	0	0.04	0
RP11-76G10.1	0	0	0	0
RP11-76H14.2	0	0	0	0
RP11-76H14.5	0	0	0	0
RP11-76I23.7	0.51	0.62	0	0.08
RP11-76N22.1	0	0	0	0
RP11-76P2.2	0.53	1.14	0	0
RP11-76P2.3	0.05	0.89	0	0
RP11-770E5.1	0.05	0.05	0.12	0.03
RP11-770E5.2	0	0	0	0
RP11-770E5.3	0.24	0.34	0	0
RP11-770G2.2	0.18	0	0.19	0.26
RP11-770G2.5	0.07	0.02	0	0
RP11-770J1.3	1.08	0	0	0.46
RP11-770J1.4	0.04	0	0.05	0.09
RP11-770J1.5	5.98	2.28	3.21	3.29
RP11-771F20.1	0.03	0.1	0	0.04
RP11-772C9.1	0	0.19	0	0
RP11-774D14.1	0.04	0	0.01	0.06
RP11-774G5.1	0	0	0	0
RP11-774I5.1	0	0	0	0
RP11-774O3.1	0.49	0.52	1.16	2.09
RP11-774O3.2	0	0	0	0
RP11-774O3.3	0.39	0.25	0.44	0.69
RP11-775A1.2	0	0	0	0
RP11-775B15.2	0	0	0	0
RP11-775B15.3	0	0	0	0
RP11-775D22.2	0.14	0.07	0.87	0.69
RP11-775D22.3	0	0.04	0	0
RP11-775E10.1	0	0	0	0
RP11-775H9.1	0	0	0	0
RP11-775H9.2	0	0	0.03	0
RP11-775J23.2	0	0	0	0
RP11-775L16.1	0	0	0	0
RP11-776H12.1	0.11	0	0	0.01
RP11-776K3.1	0	0	0	0
RP11-777B9.1	0	0	0	0.03
RP11-777B9.4	0	0	0	0
RP11-777B9.5	14637.651	10193.842	7990.779	6839.965
RP11-777J24.1	0	0	0	0
RP11-778D12.2	0	0	0	0
RP11-778D9.4	0	0.24	0.08	0.09
RP11-778D9.9	0	0	0	0
RP11-778J15.1	0.35	0	0	0.19
RP11-779O18.1	0	0	0	0.26
RP11-779O18.2	0.03	0	0	0.48
RP11-779O18.3	0.09	0	0	0.31
RP11-779P15.1	0	0	0	0
RP11-779P15.2	0	0	0	0
RP11-77B22.1	0	0	0	0
RP11-77B22.2	0	0	0	0
RP11-77G22.2	0	0	0	0.06
RP11-77G23.2	0	0	0	0
RP11-77G23.5	0.16	0	0.08	0.76
RP11-77I22.2	0.03	0.01	0	0
RP11-77K12.4	0	0	0	0.26
RP11-77M5.1	0	0	0	0
RP11-77O7.1	0.2	0.29	0.21	0.18
RP11-77P16.1	0	0	0	0
RP11-77P16.3	0	0	0	0
RP11-77P16.4	0.43	1.3	0.84	1.7
RP11-77P6.2	0.04	0	0	0.04
RP11-780M14.1	0	0	0.11	0.02
RP11-780O17.1	0	0	0	0
RP11-780O24.2	0.04	0	0	0
RP11-781E19.1	0	0	0	0.01
RP11-781M16.1	0	0	0	0
RP11-781M16.2	0	0	0	0
RP11-781P14.3	0	0	0	0
RP11-782E2.2	0	0	0	0
RP11-782K4.1	0	0	0	0
RP11-785F11.1	0	0	0	0
RP11-785H20.1	0	0	0	0
RP11-787B4.2	0	0	0	0
RP11-787D18.1	0	0.04	0	0
RP11-787D18.2	0	0	0	0
RP11-787P24.2	0	0	0	0
RP11-788A4.1	0	0	0	0
RP11-788M5.3	0	0	0	0.23
RP11-789C1.1	4.65	0	0	0
RP11-789C1.2	0	0	0	0
RP11-789C2.1	0	0	0	0
RP11-789F5.1	0	0	0	0
RP11-789G22.2	0	0.02	0	0.06
RP11-789L4.1	0.1	0.1	0	0
RP11-78A18.2	0	0	0	0
RP11-78B10.2	0	0.07	1.48	0.72
RP11-78C3.1	0.07	0	0	0
RP11-78C6.1	0	0	0	0
RP11-78E6.1	0	0	0	0
RP11-78H18.2	0	0	0	0
RP11-78H24.1	0	0	0	0
RP11-78J21.4	0	0	0.04	0
RP11-78O22.1	0	0	0	0
RP11-78O9.1	0	0	0	0
RP11-790I12.3	0	0	0	0
RP11-790I12.4	0	0	0	0
RP11-790I12.6	0	0	0	0
RP11-790J24.1	0	0	0	0
RP11-790J24.2	0	0	0.05	0
RP11-790L1.3	0	0	0	0
RP11-791G16.2	0.02	0.02	0.06	0.12
RP11-791G16.4	0	0	0	0
RP11-791G16.5	0.1	0	0.99	0.91
RP11-791O21.5	0	0	0	0
RP11-792A8.1	0	0	0.05	0
RP11-793B23.1	0	0	0	0
RP11-793G16.3	0	0.17	0	0
RP11-793I11.1	0	0	0	0
RP11-793K1.1	0	0	0	0
RP11-793L10.1	0	0	0	0
RP11-794P6.1	0	0.02	0.1	0.05
RP11-794P6.2	0	0	0	0
RP11-794P6.3	0.11	0	0	0
RP11-794P6.6	0	0	0.11	0
RP11-795A2.2	0	0.02	0	0
RP11-795A2.3	0	0	0	0
RP11-795J1.1	0.6	0	0	0
RP11-795J1.2	0	0	0	0
RP11-796E2.4	2.64	0.21	1.69	1.59
RP11-796G6.1	0.13	0.25	0.2	0.29
RP11-796I2.1	0	0	0	0
RP11-796L2.1	0	0	0.06	0
RP11-797H7.1	0.45	0.21	1.32	1.13
RP11-797H7.5	0	0	0	0.02
RP11-798G7.5	0.08	0	0	0.27
RP11-798K23.1	0	0	0	0
RP11-798K23.2	0	0	0.03	0
RP11-798K23.3	0	0	0	0
RP11-798K23.4	0	0	0	0
RP11-798K23.5	0	0.11	0.47	0.41
RP11-798L4.1	0.32	0.09	0.27	0.41
RP11-798M19.3	0	0.3	0	1.55
RP11-799O21.2	0	0	0.79	0
RP11-79C23.1	0	0	0	0
RP11-79C6.1	0	0	0	0
RP11-79C6.3	0	0	0	0
RP11-79D8.2	7.29	0.84	6.77	3.78
RP11-79E3.1	0	0.08	0.09	0
RP11-79E3.2	0	0	0	0
RP11-79E3.3	0	0.01	0	0
RP11-79L21.1	0	0	0	0
RP11-79L9.2	0	0.11	0	0.14
RP11-79M19.2	0	0.06	0	0.31
RP11-79M21.3	0	0	0	0
RP11-79N23.1	0.12	0.2	0.06	0.23
RP11-79P5.3	0	0	0	0
RP11-79P5.3-001	0	0.07	0.03	0
RP11-7C6.1	0	0	0	0
RP11-7D5.2	0.05	0.24	0.19	0.26
RP11-7F17.1	0.46	0.7	0.46	0.63
RP11-7F17.5	0.14	0.08	0	0.13
RP11-7F18.1	0	0	0	0
RP11-7G12.1	0	0	0.03	0.03
RP11-7G23.1	0	0	0	0
RP11-7G23.4	0	0	0	0
RP11-7G23.5	0.44	0	0	0.07
RP11-7G23.6	0.2	0	0	0
RP11-7G23.8	0.37	0	0.07	0
RP11-7G23.9	0	0	0	0
RP11-7I15.3	6.89	0.87	0.29	0.13
RP11-7I15.4	0	0	0	0
RP11-7O11.3	0.52	0.44	0.79	0.16
RP11-800A3.2	0.12	0	0.04	0.08
RP11-801G16.2	0	0.1	0	0
RP11-802E16.3	0	3.45	2.02	3.25
RP11-802F5.1	0	0	0.1	0.14
RP11-802H3.1	0	0	0	0
RP11-802H3.2	0	0	0	0
RP11-803B1.2	0	0	0	0
RP11-803B1.3	0	0	0	0
RP11-804H8.5	0	0	0	0
RP11-804N13.1	0.12	0.06	0	0.05
RP11-805J14.3	0	0	0	0
RP11-805J14.5	5.15	15	5.65	4.18
RP11-806J6.1	0	0	0	0
RP11-806K15.1	0	0	0	0
RP11-806O11.1	1.61	0	0	0
RP11-807G9.2	2.85	0.5	0	1.03
RP11-807H17.1	0	0	0	0
RP11-807H22.7	0	0	0	0
RP11-807H7.2	0.39	0	0	0
RP11-809C18.1	0.05	0.09	0	0
RP11-809C18.3	0.64	0.67	0	0
RP11-809H16.2	0.15	0.08	0.17	0.07
RP11-809N15.2	0	0	0	0
RP11-809O17.1	3.25	3.2	2.14	1.9
RP11-80B9.1	0	0	0	0
RP11-80B9.4	0	0	0	0
RP11-80F22.10	0	0	0	0.11
RP11-80H5.2	0.15	0.06	0	0.17
RP11-80H5.5	0	0	0	0
RP11-80H5.6	0	0	0	0
RP11-80H5.7	0.12	0.23	0.16	0
RP11-80H5.8	0	0	0	0
RP11-80H5.9	0.03	0.03	0.03	0.04
RP11-80H8.3	0	0	0	0
RP11-80H8.4	0.18	0.47	0.97	0.77
RP11-80I15.1	0.09	0	0	0
RP11-80I15.4	0	0.05	0	0.19
RP11-80K6.2	0	0	0	0
RP11-810B23.1	0	0	0	0
RP11-810D13.1	0	0	0	0.05
RP11-810H18.1	0	0	0	0
RP11-810P12.1	0	0	0	0
RP11-810P12.5	0.03	0	0	0
RP11-810P12.6	0	0	0	0
RP11-810P8.1	0	0	0.12	0
RP11-811I15.1	0	0	0	0
RP11-811J10.1	0	0	0	0
RP11-812E19.3	0	0.01	0.24	0.14
RP11-812I20.2	0.15	0	0	0
RP11-813B8.1	0	0	0	0
RP11-813N20.2	0	0	0	0
RP11-813P10.2	0	0	0	0
RP11-814E24.1	0	0	0	0
RP11-814E24.3	1.51	0.18	2	3.5
RP11-814P5.1	0	0.01	0.12	0.02
RP11-815I22.1	0	0	0	0
RP11-815M8.1	0	0.17	0	0.08
RP11-815N9.2	0	0	0	0
RP11-816B4.1	0	0	0	0
RP11-818C3.1	0	0	0	0
RP11-819M15.1	0	0	0	0
RP11-81B10.2	0	0	0	0
RP11-81B23.1	0	0	0	0.1
RP11-81F11.3	0.27	0.08	0	0
RP11-81F11.4	0.04	0	0.09	0
RP11-81H14.2	0	0	0.15	0
RP11-81H3.2	0.2	0.03	0.08	0.16
RP11-81M19.1	0	0	0	0.04
RP11-81M19.3	0	0	0	0
RP11-820K3.2	0.11	0.24	0.8	0.72
RP11-820K3.3	0.08	0.51	0.61	0.7
RP11-822P1.1	0	0	0	0
RP11-823P9.3	0.02	0	0	0.05
RP11-826N14.1	0	0	0.1	0
RP11-826N14.2	0	0.02	0	0.02
RP11-826N14.4	0	0	0	0
RP11-829H16.1	0	0	0	0
RP11-829H16.2	0	0	0.28	0
RP11-82H13.2	0	0	0	0
RP11-82K18.2	0	0.11	0	0.1
RP11-82L18.2	3.82	0.13	0.42	0.32
RP11-82L18.4	4.72	0.12	0	0.11
RP11-82L20.1	0	0	0	0
RP11-830F9.6	0	0.08	0.4	0.04
RP11-831A10.1	0	0	0	0
RP11-831A10.2	0	0	0	0
RP11-831H9.11	0	0	0	0.65
RP11-831H9.2	0	0	0	0
RP11-831H9.3	0	0	0	0
RP11-832N8.1	0	0.09	0	0
RP11-834C11.4	4.55	0.35	0.05	0.2
RP11-834C11.5	0.52	0.1	0	0.25
RP11-834C11.6	0.05	0	0.42	0.27
RP11-834C11.7	0.14	1.7	2.23	2.51
RP11-834C11.8	0.15	0.07	0	0
RP11-836D15.11	0	0	0	0
RP11-838H22.2	0.04	0	0	0.16
RP11-839D17.3	2.03	0.1	0.34	0.32
RP11-83A16.1	0	0	0	0
RP11-83A24.1	0	0	0	0
RP11-83B20.1	0.5	0.51	0.56	0.17
RP11-83C7.1	0	0	0	0.1
RP11-83J16.1	8.2	9.97	9.34	18.83
RP11-83J21.3	0	0	0	0
RP11-83M16.1	0	0	0	0
RP11-83M16.3	0	0	0	0
RP11-83M16.4	0.15	0	0	0
RP11-83M16.5	1.86	0	5.93	3.93
RP11-83M16.6	0	0	0	0
RP11-841C19.1	0	0	0	0.32
RP11-843A23.1	0	0.03	0	0.09
RP11-843P14.1	0.26	0.3	0.47	0.23
RP11-843P14.2	0.17	0.41	0.73	0.05
RP11-844P9.1	0	0	0	0
RP11-844P9.2	0.07	0.08	0.01	0
RP11-846F4.12	0	0	0	0
RP11-846F4.6	0	0	0	0
RP11-847H18.2	0.05	0.01	0.35	0.28
RP11-848G14.2	2.6	3.55	1.85	4.56
RP11-848G14.5	0.03	0.34	0.17	0.26
RP11-849H4.2	2.1	2.26	3.3	2.62
RP11-849H4.4	1.83	2.18	3.22	4.04
RP11-84A14.2	0	0	0	0
RP11-84A14.4	0.79	0.31	0.07	0
RP11-84A14.5	0	0	0	0
RP11-84A19.2	0.05	0.02	0.15	0.13
RP11-84A19.3	0.05	0	0	0
RP11-84C10.2	0.13	0.21	0.13	0
RP11-84D1.1	0	0.15	0.19	0.19
RP11-84H6.1	0.05	0	0.14	0
RP11-84O12.2	0	0	0	0
RP11-84O12.3	0	0	0	0
RP11-84P7.2	0	0	0	0
RP11-84P7.3	0	0	0	0
RP11-851M3.1	0	0	0	0.04
RP11-852E15.1	0	0	0	0
RP11-855C21.1	0	0	0	0
RP11-855O10.2	0	0	0.03	0
RP11-85G20.1	0.05	0	0.15	0.09
RP11-85G20.2	0	0	0.32	0
RP11-85G21.1	0	0	0	0
RP11-85G21.2	0	0	0.4	0
RP11-85I21.1	0	0.07	0	0.1
RP11-85L21.4	0	0.09	0	0
RP11-85L21.5	0	0	0	0
RP11-85L21.6	0	0	0	0
RP11-85O21.2	0	0	0	0.04
RP11-85O21.4	0	0.06	0	0
RP11-85O21.5	0	0	0	0
RP11-863K10.2	0	0	0	0
RP11-863K10.4	5.71	2.35	1.17	0.9
RP11-863K10.7	0.72	0.11	0.14	0.31
RP11-863N1.2	0	0	0.19	0
RP11-863P13.4	0.01	0.02	0.07	0.15
RP11-864G5.1	0	0.03	0.1	0.15
RP11-864G5.3	0	0.93	0.2	0
RP11-864I4.1	0.45	0.21	0.53	0.62
RP11-864I4.3	0	0	0	0
RP11-864J10.2	0.05	0.15	0	0.27
RP11-864N7.1	0	0	0	0
RP11-864N7.2	0	0	0.23	0.09
RP11-865I6.2	2.15	0.97	1.67	3.35
RP11-867G2.5	2.62	1.97	5.3	2.11
RP11-867G23.1	0.35	0.06	0.12	0
RP11-867G23.10	0.04	0	0	0
RP11-867G23.12	0	0	0	0
RP11-867G23.13	0	0	0	0
RP11-867G23.2	0	0	0	0
RP11-867G23.3	0.79	0.68	1.69	1.58
RP11-867G23.4	9.91	8.76	8.93	16.44
RP11-867G23.8	0.61	0.18	0.32	0.43
RP11-867O8.5	0.43	0.28	0.49	1.2
RP11-86A5.1	0	0	0	0
RP11-86H7.6	0	0	0	0.02
RP11-86H7.7	0.15	0.03	0.05	0
RP11-872D17.4	0.26	0	0.26	0.11
RP11-872D17.8	5.13	0.6	0	0.2
RP11-874G11.1	0	0.07	0	0.05
RP11-875H7.1	0	0	0	0
RP11-875H7.2	0	0	0	0
RP11-875H7.5	0	0	0	0
RP11-875O11.1	3.99	2.49	6.86	7
RP11-875O11.2	0.07	0.01	0.02	0.01
RP11-875O11.3	0.06	0	0.23	0
RP11-876F14.1	0	0	0	0
RP11-87E22.1	0	0	0	0
RP11-87E22.2	0.01	0	0	0.02
RP11-87F15.2	0	0	0	0
RP11-87H9.2	2.58	0.94	5.84	7.06
RP11-87H9.3	0.24	0.19	0.42	0.41
RP11-87M18.2	0.1	0.07	0.15	0.16
RP11-87N24.1	0	0	0	0
RP11-87N24.3	0	0	0	0
RP11-87O11.1	0	0	0	0
RP11-882G5.1	0	0	0	0
RP11-882I15.1	0	0	0	0
RP11-885L14.1	0.01	0.02	0	0
RP11-885N19.5	0.28	1.43	0.02	2.04
RP11-885N19.6	0	0.05	0	0
RP11-887P2.3	21.89	6.96	0	0.67
RP11-889D3.1	0	0	0	0
RP11-889D3.2	0	0	0	0
RP11-889L3.1	0.12	0.06	0.46	0.4
RP11-889L3.4	0	0	0	0
RP11-88G17.2	0	0	0.07	0.11
RP11-88G17.6	0	0	0.09	0.05
RP11-88H10.2	0	0	0	0
RP11-88H10.3	0	0	0	0
RP11-88H9.2	0	0.01	0.01	0.01
RP11-88I18.2	1.86	1.06	8.37	4.24
RP11-88I18.3	0	0	0	0.1
RP11-88I21.1	0	0	0	0
RP11-88I21.2	0	0	0	0
RP11-88J22.1	0	0	0	0
RP11-890B15.2	0.15	0.06	0.09	0.31
RP11-890B15.3	0.88	0.33	1.21	1.65
RP11-893F2.13	0.45	0.19	0.6	0.17
RP11-893F2.5	0	0	0	0
RP11-893F2.6	0	0	0	0
RP11-894P9.1	0.52	0.43	1.75	1.48
RP11-89A16.1	0	0	0	0
RP11-89B16.1	0	0	0	0
RP11-89B16.2	0	0	0	0.07
RP11-89C21.2	1.62	2.24	4.68	3.73
RP11-89C21.3	0.11	0.16	0.11	0.1
RP11-89F3.2	0	0	0.51	0
RP11-89H19.1	0.02	0.07	0.11	0.02
RP11-89K10.1	0	0.37	1.07	1.21
RP11-89K10.2	0	0	0.16	0
RP11-89K18.1	0	0	0	0
RP11-89M16.1	0	0	0.05	0.25
RP11-89M20.1	0	0	0	0
RP11-89M20.2	0	0	0	0
RP11-89N17.1	0	0.07	0	0
RP11-89N17.2	0	0	0	0
RP11-89N17.3	0	0	0	0
RP11-89N17.4	0.01	0.02	0.2	0
RP11-8J23.1	0	0	0	0
RP11-8J9.5	0	0	0	0
RP11-8J9.6	0	0	0	0
RP11-8L18.2	0	0	0.07	0
RP11-8L18.3	0	0	0	0
RP11-8L2.1	0.02	0.29	0	0.01
RP11-8L21.1	0	0	0	0
RP11-8P13.1	0	0	0.1	0
RP11-902B17.1	0	0.07	0.16	0.11
RP11-904M10.1	0.52	0.31	1.17	0.64
RP11-909N17.2	0.05	0	0	0
RP11-90B22.2	0	0	0	0
RP11-90C4.1	0	0	0	0
RP11-90C4.2	0	0	0.04	0
RP11-90C4.3	0	0.18	0	0
RP11-90D11.1	0.23	0.1	0.41	0.31
RP11-90H3.1	0.06	0	0.03	0.04
RP11-90H3.2	0.05	0	0	0
RP11-90J7.2	0.11	0.05	0.05	0
RP11-90J7.4	0	0	0	0
RP11-90K17.2	0	0	0	0
RP11-90K6.1	0.76	1.06	0.69	0.78
RP11-90L20.2	0.26	0.06	0.09	0
RP11-90O23.1	0.03	0	0	0
RP11-90P5.1	0	0	0	0.03
RP11-90P5.2	12.11	4.45	7.56	8.06
RP11-90P5.5	0	0	0.04	0.04
RP11-91A15.1	0	0	0	0
RP11-91A15.2	0	0	0	0
RP11-91A18.1	0	0	0	0
RP11-91A18.4	0	0.07	0.17	0.18
RP11-91H12.3	0	0	0.2	0.25
RP11-91H12.4	0	0	0	0.04
RP11-91I11.1	0	0	0	0
RP11-91I20.1	0	0	0	0
RP11-91I20.2	0	0	0	0
RP11-91I20.3	0.43	0.26	0.36	0.33
RP11-91I20.4	0	0	0	0
RP11-91J3.1	0	0	0	0
RP11-91J3.2	0	0	0	0
RP11-91J3.3	0	0	0	0
RP11-91K11.2	0	0	0	0
RP11-91K8.2	0	0	0	0
RP11-91K8.4	0.04	0.15	0.43	0.13
RP11-91K9.1	0	0	0.13	0
RP11-91N2.3	0	0	0	0
RP11-91P17.1	0.15	0	0	0.67
RP11-91P24.1	0.06	0	0	0.05
