Gene	ERR2228756.fastq.gz	ERR2228757.fastq.gz	ERR2228758.fastq.gz	ERR2228759.fastq.gz	ERR2228760.fastq.gz	ERR2228761.fastq.gz	ERR2228762.fastq.gz	ERR2228763.fastq.gz	ERR2228764.fastq.gz	ERR2228765.fastq.gz	ERR2228766.fastq.gz	ERR2228767.fastq.gz
TXLNA	0.3	1.33	0	1.89	0.7	0.09	0.12	0.59	1.19	0.13	0.26	0.21
TXLNB	0	0	0	0	0	0	0	0	0	0	0	0
TXLNG	0.22	1.92	0.22	0.89	0.72	0	1.06	0	0.68	0	0	0.6
TXN	0	0	1.42	0	0	0	0	0	0	0	0	0
TXN2	0	0	0	0	0	0	0	0	0	0	0.43	0
TXNDC11	0	0.24	0.63	5.27	3.98	1.38	0	0.84	3.61	8	0.56	0
TXNDC12	0	0	0	0	0	1.16	0	4.7	0	0	1.56	0
TXNDC15	0.95	0	1.17	0	0.43	0.44	0	0	0	0	0	1.19
TXNDC16	0	0	0	0	0	0.05	0	0	0	0	0	0
TXNDC17	2.99	0	0.89	13.96	1.52	1.57	0	0	3.21	0.7	0	0
TXNDC2	0	0	0	0	0	0	0	0	0	0	0	0
TXNDC5	0	0	0	0	0	0	0	0	0	0	0.34	0.38
TXNDC9	0	0	0	0	0	0	0	0	0	0	0	0
TXNIP	9.18	1.78	7.41	7.14	3.75	6.04	1.05	3.19	2.61	8.26	2.76	2.24
TXNL1	1.1	1.54	0.48	3.7	3.97	2.58	7.15	0.73	0	1.22	4	1.36
TXNL4A	0	0	0	0	3.49	0	0	0	0	0	0	0
TXNL4B	0	0	1.32	19.72	1.26	0.94	0	0	0	0	3.47	17.01
TXNRD1	0	4.48	0.25	0	0	0.94	0	0	0	0	6.13	0.53
TXNRD2	0	0	0	0.16	0	0	0	0	0	0	0	0
TXNRD3	0	0	0	0	0	0	0	0	0	0	0	0
TYK2	2.83	10.56	0	8.75	9.84	3.37	1.87	0.84	0.77	1.3	0.68	15.47
TYMP	2.97	1.74	9.01	8	13.9	6.85	1.1	4.31	2.89	5.97	5.51	1.32
TYMS	0	0.52	0	0	0	0	0	3.7	0	0	0	0
TYR	0	0	0	0	0	0	0	0	0	0	0	0
TYRO3	0	0	0	0	0	0.03	0	0	0	0	0	0
TYRO3P	0	0	0	0	0	0	0	0	0	0	0	0
TYROBP	19.92	29.66	55.04	24.12	77.29	27.56	25.52	32.65	42.67	49	34.88	27.6
TYRP1	0	0	0	0	0	0	0	0	0	0	0	0
TYSND1	0	0	0	0	0	0	0	0	0	0	0.06	0
TYW1	5.13	12.66	10.6	29.05	41.91	13.75	12.76	7.91	53.93	100.6	55.23	82.65
TYW3	0	0	0	0	0.26	0	0	0	1.31	1.98	0	0
TYW5	0	0.12	0.23	0.55	0.11	0.03	1.65	0	0.04	1.02	0	0
U2AF1	0	0	0.6	0	0	0	0	0	0.06	0.71	2.4	0
U2AF1L4	3.49	6.13	0.24	29.78	8.63	4.4	0	0	0	7.03	0.23	0
U2AF2	0.76	0.72	0	1.41	3.03	0.47	2.43	0.32	0.7	3.88	0.79	2.69
U2SURP	0	0.4	0	0.88	0.13	0	0	0	0.65	0	0	2.6
UACA	0	0	0	0	0	0	0	0	0	0	0	0
UAP1	0	0	0	0	0	0	0	0	0	0	0	0
UAP1L1	0	0	0	0	0.18	0.2	0	0	0.11	0.36	0.07	0
UBA1	2.28	5.41	4.73	4.27	3.32	1.6	13.15	0.65	2.11	0.09	0.06	1.36
UBA2	1.55	0	0	0.09	0	0	0	0.36	0	0.15	0	0
UBA3	0	0	0	0	0	0	0	0	0	0	0	0
UBA5	2.87	6.24	0.65	3.54	1.54	0.87	0	20.23	1.97	0.3	0.7	1.25
UBA52	3.83	0	0	0.79	3.64	0.93	0	1.6	7	0.63	0.34	0
UBA6	0	0	0	0	0.76	0	0	0	0	0	0	0
UBA7	1.6	1.01	5.02	8.14	6.07	0.44	3.09	0	0.07	0	0.41	0
UBAC1	0	1.98	0.29	0	1.1	0	0	3.73	0	0.34	0	2.24
UBALD1	0	0	0	0	0	0	0	0	0	0.23	0	0
UBAP1	0	0	0.36	2.85	0	0	0	0	0	1.52	0.88	0
UBAP2	2.6	1.95	0	1.21	4.47	1.65	0	0	3.02	2.59	1.72	4.18
UBAP2L	0	0.67	0	1.04	2.38	0.53	0	1.2	3.56	1	2.99	6
UBASH3A	0	0	0	0	0	0	0	0	0	0	0	0
UBASH3B	0	0	0	0	1.79	2.14	0	0	0	1.21	0	0
UBB	1.9	0	1.49	1.66	1.78	0.35	0.95	0	0	0.48	0.67	0
UBBP4	0	0	0	0	0	0	0	0	0	0	0	0
UBC	0	1.57	4.5	8.49	6.93	3.88	6.47	15.5	11.54	17.25	4.2	2.08
UBD	0	0	0	0	0	0	0	0	0	0	0	0
UBE2A	2.47	7.35	7.24	2.56	1.23	10.25	5.69	0	0.7	6.39	0.78	15.46
UBE2B	0	0	0	0	0	0	0	0	0	3.75	0	0
UBE2C	0	0	0	0	0	0	0	0	0	0	0	0
UBE2D1	0	0	0	0	0	0	0	0	0	0	0	0
UBE2D2	0	0	0	0	0	0	0	0	0	1.58	0.58	0.54
UBE2D3	35.13	39.34	33.42	41.93	47.87	19.11	13.01	6.53	81.02	23.12	57.23	61.51
UBE2D4	0.31	0.07	0	0	6.07	0.34	3.12	0.36	4.7	5.63	2.61	0
UBE2E1	0.36	0	1.47	0	1.57	0	0	0	2	0	0	0
UBE2E2	0	0	0	0	0	0	0	0	0	0	0	0
UBE2E3	2.15	0	0	0	1.67	0	0	0	0	0	0	0
UBE2F	0	0	0	0	0	0.95	0	0	0	0.3	0.18	1.43
UBE2G1	0	0	0	0	0	0	0.31	0	0	0	0	3.81
UBE2G2	0	2.45	0.5	0.32	0.25	0.07	0	0	0.84	0.07	0.58	0
UBE2H	0	1.17	0	0	1.22	0	0	0	0	0	0.62	0
UBE2I	4.79	6.96	0	0	5.36	2.72	0	2.24	2.8	0.59	0.37	0
UBE2J1	0	0.19	0	0.17	0.14	0	0	0	0	1.03	0.1	0.08
UBE2J2	0.6	0	6.02	0	0.41	0	0	1.82	0	0.44	0	0
UBE2K	0	1.03	0	0	0	0	0	0	0	0	0.57	0
UBE2L3	0.16	4.51	0.83	1.71	1.54	0.68	3	2.43	1.84	0.31	0.3	2.62
UBE2L5	0	0	0	0	0	0	0	0	0	0	0	0
UBE2L6	0	1	4.42	3.12	0	0.58	0	0	0	1.31	1.66	1.75
UBE2M	0	1.23	0	0	0	0.41	0	30.63	0	0.28	0	0
UBE2N	0.35	0	0	1.62	2.09	2.05	0	0	7.47	2.62	0.31	1.39
UBE2O	0.07	0	0	0	0.11	0.13	0	0	11.94	0.26	0.18	3.5
UBE2Q1	0	0	0	0	0	0	0	0	0	1.94	0	0
UBE2Q2	0	0.93	0	0	0	0	0	0	0	0.62	0	0
UBE2QL1	0	0	0	0	0	0	0	0	0	0	0	0
UBE2R2	0.76	0.06	0	1.19	0.7	0.15	0	2.8	0.81	2.52	0.14	2.5
UBE2S	0	0	0	1.54	0.34	0.09	0	1.13	0	0.84	0	0.67
UBE2T	0	0	0	0	0	0	0	0	0	0	0	0
UBE2U	0	0	0	0	0	0	0	0	0	0	0	0
UBE2V1	0.38	0	0	5.03	0	0	0	0	0	0	0	0
UBE2V2	0	0	0	0	0	0.47	0	0.2	0	0	0	0
UBE2W	0	0	0	0	0	0	0	0	0	0	0	0
UBE2Z	0.46	2.01	0.7	0.35	0.93	0.21	0	0	1.22	1.03	0.14	0.11
UBE3A	0	0	0.4	6.66	0	0.81	0	0	0	0.97	0.61	1.8
UBE3B	0.41	0	0.39	1.16	0.93	3.32	0	0	0	0	0	0
UBE3C	0	0	0.41	0	0	0.13	0	0	0	0	0	0
UBE3D	0.08	0	0	0	0	0	0	0	0	0	0	0
UBE4A	0	0.09	0.98	4.02	0.05	0	0	0	0.34	1.09	0.11	0
UBE4B	0.87	0.14	0.05	0.24	0.19	0.04	0	0	0	1.7	0	0
UBFD1	0	0	0.1	0.07	0	0	0	0	0	0	0	0
UBIAD1	0	0	0.33	0	0.08	0.44	0.33	0	0	0	0	0
UBL3	0.06	0.19	0.61	0.99	0.72	0.42	0	0.11	0.28	0.35	0.45	0.63
UBL4A	0	0	0	0	6.33	1.05	0	5.97	13.5	0	2.48	0
UBL4B	0	0	0	0	0	0	0	0	0	0	0	0
UBL5	0	0.61	0	0	0	0	0	0	0	0.44	0.45	0
UBL7	0	0	0	0	0	0	0	0	0	0	0	0
UBLCP1	0	0	1.45	0.83	0	0	0	0	0	0	0	0
UBN1	2.79	6.58	4.94	0.63	4.68	0.95	0.8	1.7	5.46	4.94	3.92	6.29
UBOX5	0.71	0	0	0.08	0.19	0	0	0	0.16	0.07	0	0
UBP1	0.57	0	1.5	0.97	0.31	0.56	0.44	0	0.4	0.5	0.54	0.56
UBQLN1	0.32	0.36	0	0	0	0	0	0	0	0.54	0	0
UBQLN2	0	0	0.17	0.08	0	0.05	0	0	0	0.07	0	0
UBQLN3	0	0	0	0	0	0	0	0	0	0	0	0
UBQLN4	0.34	0.08	0	0	0.88	0.51	0	0	0	0.09	0.66	1.95
UBQLNL	0	0	0	0	0	0	0	0	0	0	0	0
UBR1	0.51	0	0	0	0	0.5	0	0	0	0.37	0	0
UBR2	1.12	0	0.8	2.53	0.14	0.09	0	0	0	0	0	0
UBR3	0	0	0	0	0	0	0.12	0	0	0	0	0
UBR4	2.95	2.18	0.63	2.65	3.49	5.79	2.47	2.67	5.58	8.8	0.19	1.18
UBR5	0.39	0.17	0.37	0.67	2.79	0.86	0	0	5.59	1.09	2.73	11.94
UBR7	0	0	0	0	0.49	0.39	3.31	0	0	0	0	0.59
UBTD1	0	0	0	0	0	0	0	0	0	0	0	0.21
UBTD2	0	0	0	0	0	0	0	0	0	0	0	0
UBTF	1	2.18	0	5.4	0.06	0.69	0	1.54	0	0.51	0	0
UBXN1	1.05	10.07	2.19	17.51	5.4	9.87	7.97	13.65	20.78	9.59	1.78	3.1
UBXN10	0	0	0	0	0	0	0	0	0	0	0	0
UBXN11	95.08	160.01	205.57	165.29	162.47	75.21	102.86	66.23	228.31	154.28	72.45	95.86
UBXN2A	0	0.72	0.04	0	0	0.15	0	0	0	0.05	0.28	0.16
UBXN2B	0	0.33	0.19	0	0	0.1	0	0	0	0.98	0	0
UBXN4	0	0	8.91	0	0	0	0	0	0.86	2.81	0	0
UBXN6	0	2.35	2.32	3.7	5.14	1.92	0	0	1.29	1.83	0	3.67
UBXN7	0.28	0	0	6.03	0.19	0.17	0.23	0	0	0	0	1.17
UBXN8	0	0	0	0	4.67	0	0	0	0	0	0	0
UCHL1	0	0	0	0	0	0	0	0	0	0	0	0
UCHL3	0	0	0	0	0	0	0	0	0	0	4.66	0
UCHL5	16.59	0.53	40.15	11.64	20.13	18.58	13.05	0.37	19	29.85	19.22	29.26
UCK1	0	0	0	0	1.42	0	0	0	0	0.29	0.21	0
UCK2	0	0	0	0	0	0	0	0	0	0	0	0
UCKL1	0.49	2.33	2.9	0	2.42	0.99	0	0	0.16	0.64	0	2.29
UCMA	0	0	0	0	0	0	0	0	0	0	0	0
UCN	0	0	0	0	0	0	0	0	0	0	0	0
UCN2	0	0	0	0	0	0	0	0	0	0.21	0	1.41
UCN3	0	0	0	0	0	0	0	0	0	0	0	0
UCP1	0	0	0	0	0	0	0	0	0	0	0	0
UCP2	9.85	10.51	13.43	42.9	30.52	10.36	15.81	29.79	47.98	21.7	1.92	0.51
UCP3	0	0	0	0	0.84	0	0	0	0	0	0	0
UEVLD	0	0	0.06	0	0.07	0	0	0	1.79	0.15	0	1.51
UFC1	0.89	7.65	4.59	7.08	2.62	3.09	5.86	0	28	11.76	4.2	0.92
UFD1	0	0	0.14	0	17.94	0	0	0	0	0	9.67	0
UFL1	0.63	0.45	0.85	0	0.07	0	0	0	0	0	0.55	0
UFM1	0	0	0	0	0	0	0	3.72	1.87	0	0	0
UFSP2	1.17	1.17	0.41	2.76	3.41	1.07	0	0	0	0	0	2.5
UGCG	0	0	0	0	0	0	0	0	0	0	0	0
UGDH	0	0	0.72	0	1.56	0	0	0	0	0.22	2.49	0
UGGT1	0	0	0.09	0.03	1.98	0.91	0.5	0	0.83	0	0.03	0
UGGT2	0.15	0.17	0	0.37	0.12	0	0	0	0	0	0	0
UGP2	0.94	0.15	0.81	0	3.06	0.8	1.34	1.1	0.55	0	1.36	0
UGT1A1	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A10	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A3	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A4	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A5	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A6	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A7	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A8	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A9	0	0	0	0	0	0	0	0	0	0	0	0
UGT2A1	0	0	0	0	0	0	0	0	0	0	0	0
UGT2A3	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B10	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B11	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B15	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B17	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B28	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B4	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B7	0	0	0	0	0	0	0	0	0	0	0	0
UGT3A1	0	0	0	0	0	0	0	0	0	0	0	0
UGT3A2	0	0	0	0	0	0	0	0	0	0	0	0
UGT8	0	0	0	0	0	0	0	0	0	0	0	0
UHMK1	0	0	0	0.61	0	0.07	0.36	5.37	0	0.04	0	0
UHRF1	2.13	1.69	0.52	1.99	3.05	0.51	0.67	0.22	0.38	0.76	0	0
UHRF1BP1	0.26	0.06	0.73	1.35	0.94	0.53	0.44	0	1.18	2.51	0.09	1.15
UHRF1BP1L	0.37	1.24	1.8	0.75	0.78	0	0	0	0.24	0.62	0	0
UHRF2	0	0	0	0	0	0	0	0	0	0	0	0
UICLM	0	0	0	0	0	0	0	0	0	0	0	0
UIMC1	0	0.63	0	1.28	1.52	0	0	0.57	0.47	0.26	0.35	3.71
ULBP1	0	0	0	0	0	0	0	0	0	0	0	0
ULBP2	0	0	0	0	0	0	0	0	0	0	0	0
ULBP3	0	0	0	0	0	0	0	0	0	0	0	0
ULK1	0	0	0	1.1	0.75	0.17	0	0	0.3	0.52	0	0
ULK2	0.06	0	0	0	0	0	0	0	0	0	0	0
ULK3	0	0	0	0.5	2.3	0	0	0	0	0	0	0
ULK4	0	2.67	0	0	1.37	0.54	0	0	5.07	0	1.55	2.1
ULK4P1	0	0	0	0	0	0	0	0	0	0.93	0	0
ULK4P3	3.46	0	2.91	0	1.73	0	0	0	0	0	4.95	1.38
UMOD	0	0	0	0	0	0	0	0	0	0	0	0
UMODL1	0	0	0	0	0	0	0	0	0.27	0	0	0
UMODL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
UMPS	0	0	0	3.22	0	0.2	0	0	0	0	0	0
UNC119	0	0.79	0.35	1.81	2.12	0.46	0	1.03	1.03	0	0.35	0
UNC119B	0	0	0.22	0	0	0	0	0	0	0	0	0
UNC13A	0	0	0	0	0	0	0	0	0	0	0	0
UNC13B	0	0	0	0	0	0	0	0	0	0	0	0
UNC13D	0.13	1.55	1.13	3.23	1.79	5.02	0	0.95	0	1.8	1.01	0
UNC45A	1.79	2.7	12.12	0	1.98	8.42	0	1.11	3.62	0	3.57	3.91
UNC45B	0	0	0	0	0	0	0	0	0	0	0	0
UNC50	0	0	0	0	0	3.82	0	0	0	1.47	1.61	0
UNC5A	0.88	1.09	0.64	7.21	3.26	1.21	1.79	3.07	0.46	0.82	0.05	0
UNC5B	0	0	0	0	0	0	0	0	0	0	0	0
UNC5C	0	0	0	0	0	0	0	0	0	0	0	0
UNC5CL	0	0	0	0	0	0	0	0	0	0	0	0
UNC5D	0	0	0	0	0	0	0	0	0	0	0	0
UNC79	0	0	0	0	0	0	0	0	0	0	0	0
UNC93A	0	0	0	0	0	0	0	0	0	0	0	0
UNC93B1	2.3	0.57	2.72	5.66	4.12	0.37	1.49	3.12	1.8	1.26	1.13	3.58
UNG	0	0	0	0	0	0	0	0	0	0	0	0
UNK	1.97	0.98	1.48	0	1.17	0	0.62	1.37	0.25	2.04	2.88	0
UNKL	0	2.34	0.61	0.66	7.82	0.37	3.68	0.47	0.38	0.5	0.25	1.19
UPB1	0	0	2.77	0	0.15	0	0.48	0	0.48	0.51	1.09	0.72
UPF1	0.35	1.87	0.18	0.27	0.16	0.46	0	0	5.14	0.4	2.48	0.44
UPF2	0	0	0	0	0	0	0	0.09	0	0.59	0	0
UPF3A	7.15	0	0	1.55	3.74	0	0.89	0	6.38	0	0.94	19.11
UPF3B	0	0	0	0	0	0	0	0	0.74	0	0	0
UPK1A	0	0	0	0	0	0	0	0	0	0	0	0
UPK1B	0	0	0	0	0	0	0	0	0	0	0	0
UPK2	0	0	0	0	0	0	0	0	0	0	0	0
UPK3A	0	0	0	0	0	0	0	0	0	0	0	0
UPP1	1.59	0	1.54	0.41	4.05	2.64	0	0	8.87	10.01	9.11	10.85
UPP2	0	0	0	0	0	0	0	0	0	0	0	0
UPRT	0	0	0	1.17	1.25	0	0	0	0	0	0.71	0
UQCC1	0	0	0	0	0	0	0	0	6.98	0	0	0
UQCC2	0	0	0	0	0	0	0	0	0	1.53	0.59	0
UQCR10	0	0	0	0	0	0	0	0	0	0	0	0
UQCR11	0	0	0	0	0	0.52	0	0	0	0	0	0
UQCRB	2.76	2.17	0.59	0.6	0.58	4.14	0	0	6.88	3.1	1.73	0
UQCRC1	0	0.49	4.1	0	0	0.33	0.78	0	0	1.02	0	0.39
UQCRC2	0	3.36	1.43	0	2.19	8.01	0	0	0	2.93	0.83	9.86
UQCRFS1	0	0	0.86	0	0.09	0	0	0	0	0	0.07	0
UQCRH	10.37	4.03	10.65	3.77	16.93	9.27	19.34	1.03	7.21	16.22	28.29	5.78
UQCRQ	0	0	0	0	1.53	0	0	0	0	0	3.57	0
URB1	0	0	0	0	0	0.08	0	0	0	0	0.2	0.28
URB1-AS1	0	0	0	0	0.37	1.76	0	0	0	0	0	4.86
URB2	0.09	0	0	0	0.1	0	0	0	0	0	0	0
URGCP	0	0.62	0	2.7	0.21	0	0	0	0	0.17	0	0
URI1	0	0	0	0.1	0.17	0.33	5.45	0	0	0	0	0
URM1	1.85	2.05	0	1.85	0	0	0	0	0	0	0	0
UROC1	0	0	0	0	0	0	0	0	0	0	0	0
UROD	1.57	0.39	1.7	0	0.41	0.47	0	0	0	0.58	1.99	0.32
UROS	0	0	0	0	0	0	0	0	0	0	0	0
USB1	0.19	0	0	4.42	3.59	0.06	0	0	0	0.16	0	0
USE1	0.14	0	0	0	0.49	0.43	0	0	0	0	0	0
USF1	0	0	0	0	0.89	0	0	3.75	1.56	1.18	0.69	0
USF2	5.55	4.01	0	13.89	10.81	2.52	4.11	21.2	19.11	5.56	3.43	4.63
USF3	0.07	0.08	0	0.13	0.41	0.31	0.26	0	0.35	1.23	0.02	0.4
USH1C	0	0	0	0	0	0	0	0	0	0	0	0
USH1G	0	0	0	0	0	0	0	0	0	0	0	0
USH2A	0	0	0	0	0	0	0	0	0	0	0.01	0
USHBP1	0	0	0	0	0	0	0	0	2.01	0	0	0
USO1	0	0	0.3	0	0.42	0.17	0	0	0	0	0	1.1
USP1	0	0	0.07	0	0	0	0	0	0	0.17	0	0
USP10	0	0	0	0	0.65	0	0	0	5.31	1.4	0	0
USP11	1.21	0.49	0	0	0	1.24	0	0.53	0.48	0	0	0
USP12	0	0	0	0	0	0	0	0	0	0	0.33	0
USP13	0	0.61	0	0	0	0	0	0	0	0	0	0
USP14	0	0	3.7	0.07	1.5	0	0	0	0	0.55	0.04	0
USP15	16.83	9.05	0	2.77	6.05	6.62	3.69	0.94	0.11	2.59	5.16	0
USP16	0	0	0.08	0.09	0.51	0.88	0	0	0	0.14	0.19	0
USP18	0	0	0	0	0	0.83	0	0	0	0	0	0
USP19	0	0	0	0.23	0.52	0	0	0.52	0	3.3	0	0
USP2	0	0	0	0	0	0	0	0	0	0	3.54	0
USP20	2.03	5.35	0.46	8.12	6.08	8.66	8.1	0.54	0	0.52	1.48	0.47
USP21	0.34	0.38	5.6	2.32	4.97	0	0	7.77	0	0	3.43	0
USP22	0.58	3.19	0.76	0.28	2.8	2.78	2.39	0	0	0	0.12	0.7
USP24	0.38	0	0.22	0.1	0.23	0.02	0.06	0	1.62	0.08	0	0.75
USP25	1.8	0.41	0	0	0	0.32	1.11	0	0	0	0	0
USP26	0	0	0	0	0	0	0	0	0	0	0	0
USP27X-DT	0	0	0	0	0	0	0	0	0	0	0	0
USP28	0	0	0	0	0.33	0.4	0	0	0	0	0	0
USP29	0	0	0	0	0	0	0	0	0	0	0	0
USP3	0.35	1.14	2.39	0.51	1.82	0.76	27.36	0	0	2.14	0.04	0
USP30	0	0	2.25	1.52	1.83	2.42	0	0	0	0	0	9.83
USP31	0	0	0	0	0	0.9	0	0	0	1.45	0	0
USP32	0	0	0	0	0	0	0	0	1.91	0	0	0
USP32P1	0	0.85	0	0	0.15	0	0	0	0	4.08	0.45	0
USP32P2	0.29	0	0	0	6.65	0	0	0	0	0	0	0
USP33	0.34	0.56	0	0	0.59	0.31	0	0	1.17	0	0.45	0
USP34	16.08	15.27	2.69	32.43	28.48	5.16	16.99	17.52	17.31	22.82	3.61	8.92
USP35	2.69	14.17	2.98	5.32	14.03	3.1	9.6	8.61	24.39	10.25	10.43	15.93
USP36	0.75	7.02	1.35	4.42	1.53	0.95	0	1.68	3.65	7.32	7.95	3.62
USP37	0	0	0	0	0	0	0	0	0	0	0	0
USP38	0.24	0	0	0	0.14	0.33	0	0.47	0.12	0	0.31	3.95
USP39	5.91	7.32	2.4	22.84	0	1.14	7.13	6.53	2.18	0	0.94	0
USP4	2.18	0.48	2.16	0	1.22	1.25	0	0	15.4	0.19	3.96	5.34
USP40	0.27	1.41	0	0.79	0.74	3.43	4.9	0	0	0.11	0.56	0.25
USP42	0.97	0	0	0.33	0.27	0	0	0	0.38	0.12	0.04	0
USP43	0	0	1.64	0	0	0	0	0	0	0	0	0
USP44	0	0.2	0	0	0	0	0	0	0	0	0	0
USP45	0.84	0.22	5.95	0	0.64	0.64	0.62	0	3.73	0.17	0	0.51
USP46	0	0.2	0	0	0	0	0	0	0	0	0	0
USP47	0	0	0	1.28	0	0	0	0	0	3.8	0	0
USP48	0.52	0.29	3.93	0.73	1.73	1.13	0	0.64	0.5	1.21	1.92	3.29
USP49	0.48	1.63	0.94	0.35	0.87	0.4	0	0	1.2	0.8	0.52	0
USP5	0	0	0	1.51	0	3.06	0	0	3.11	3.47	0	0
USP51	0	0	0	0	0	0	0	0	0	0	0	0
USP53	0	0	0	0	0	0	0	0	0	0	0	0
USP54	2.63	1.68	3.76	12.88	4.1	8.67	0	2.07	0.05	10.51	0.05	4.46
USP6	0	0	0	0	0	0	0	0	0	0	0	0
USP6NL	0.15	0	0	0	0.06	0.02	0.4	0	0.19	0.05	0	0.4
USP7	0.15	1.32	0	1.59	0	5.02	0	0	0.04	0.29	0.15	0.12
USP8	2.47	0	5.7	6.47	1.15	1.58	1.37	0.68	0.11	1.38	2.17	0
USP9X	0.06	0.68	0.13	1.59	0.83	0.41	0.24	0.61	1.32	3.04	3.95	0.62
USP9Y	0	0	0	0.14	0.06	0	0	0	0	0	0	0
USPL1	0	0	0	0	0	2.1	4.5	0	1.8	0.57	2.39	6.22
UST	0	0	0	0	0	0.53	0	0	0	0	0	0
UTF1	0	0	0	0	0	0	0	0	0	0	0	0
UTP11	0	0	0	0	0.14	5.37	0	0	0	0.89	0	0
UTP14A	0	0	0	0.39	0.36	0	0	0	0	0.13	0	0
UTP14C	0	0	0	0	0	0	0	0	0	0	0	0
UTP15	7.64	34.94	27.54	35.42	33.39	31.85	5.93	6.62	88.34	34.03	36.55	59.17
UTP18	0	0	0	0	5.93	0	0	0	0	0.17	0.23	0.74
UTP20	0.05	0	0	0.08	0	0	0	0	0	0.07	0	0.63
UTP23	1.32	7	0.93	15.47	8.14	0	0	0	8.95	27.02	3.8	0.61
UTP25	0	0.7	0	0	0	0	0	0	0	0	0	0
UTP3	0.25	0	0	0	0	0	0	1.22	0	0	0	0
UTP4	0	0	0	3.69	0	0.05	0	5.63	0	3.84	0	1.32
UTP6	5.67	0.47	0.61	0	4.17	3.34	0	0	0.65	0	0.1	0
UTRN	2.06	0.15	1.49	1.02	0.64	0.27	0.1	0.5	23.48	3.48	0	0.33
UTS2	1.1	0	0	0	0.37	0	9.76	0	0	0.39	0	1.09
UTS2R	0	0	0	0	0	0	0	0	0	0	0	0
UTY	0	0	0	5.76	5.51	0.68	0.77	0	2.18	0	0	0
UVRAG	0	0	0	0	0.11	0	0	0	0.05	0	0	0
UVSSA	0.17	0.65	0.45	0.55	0	0.24	0	3.58	0	1.54	0.04	0
UXS1	0	0	0	0	0	0	0	0	0	0	0	0
UXT	0	2.41	1.01	0	0.8	0	0	0	0	0	0	0
VAC14	1.66	1.01	0	5.16	1.38	0	0	0	0	0	0	0
VAMP1	3.08	1.98	1.19	11.27	8.62	4.9	0	0.7	0	1.78	0	0
VAMP2	0	0	0	0	1.22	0.22	0	20.96	0.23	0.29	0	6.94
VAMP3	0.82	2.67	0	0	4.21	0	0.85	0	0.81	0	0	0
VAMP4	0	0	0	0.28	0	0	0	0	0	0	0	0
VAMP5	0	0	0	0	0	0	0	0	0	0	0	0.57
VAMP7	0	0	0	0	0	0	0	0	0	0	0	0
VAMP8	6.1	12.18	17.07	41.43	27.04	42.22	7.08	9.75	9.31	12.21	17.9	4.53
VANGL1	0	0	0	0	0	0	0	0	0	0	0	0
VANGL2	0	0	0	0	0	0	0	0	0	0	0	0
VAPA	1.68	0.71	0	10.89	0.16	0.87	0	0	0	0	0	0
VAPB	0	0.14	0	0	0.5	0	0	0	0	0	0	0
VARS1	0	0.13	0.64	0	0.28	0	0	0	1.28	0	0	0
VARS2	0	0	0	0	0.08	0	0	0	0.32	0	0	0
VASH1	0.34	1.15	0	1.33	4.08	1.07	0	3.93	5.83	6.51	1.37	8.35
VASH2	0	0.06	0	0	0	0.11	0	0	0	1.37	0.15	0
VASN	3.15	7.27	1.28	7.5	2.34	1.46	3.69	10.91	4.44	1.64	1.69	4.38
VASP	2.76	17.41	37.31	33.9	33.88	13.46	10.17	2.88	10.01	40.46	4.47	27.99
VAT1	0.82	12.12	1.61	9.74	7.1	0.34	5.67	2.81	1.45	5.29	0.8	0
VAT1L	0	0	0	0	0	0	0	0	0	0	0	0
VAV1	0	0	0.37	1.09	0.88	2.31	3.03	0	0	2.68	0.23	0
VAV2	0	0	0	0.29	0	0.13	0	1.04	0.05	0.13	0	0.22
VAV3	0.6	0	0	0	0.6	0	0	0	0	3.18	0	0
VAX1	0	0	0	0	0	0	0	0	0	0	0	0
VAX2	0	0	0	0	0	0	0	0	0	0	0	0
VBP1	0	0	0	0	0	0	0	0	0	0	0	0
VCAM1	0	0	0	0	0	0	0	0	0	0	0	0
VCAN	18.61	25.3	3.43	22.58	58.3	19.49	18.45	5.04	34.74	14.22	5.9	0.32
VCL	0.86	0.85	2.3	5.64	4.99	1.91	0.46	0.9	2.81	3.83	1.72	2.13
VCP	2.45	4.23	0.16	0.85	7.04	4.55	13.54	7.85	11.44	4.89	2.94	21.36
VCPIP1	0	0	0	0	0	0	0	0	0	0	0.09	0
VCPKMT	0	0	0	0	0	0	0	0	0	0	0	0
VCX	0	0	0	0	0	0	0	0	0	0	0	0
