gene	Hugo_Cell_2016-Pt1	Hugo_Cell_2016-Pt2	Hugo_Cell_2016-Pt4	Hugo_Cell_2016-Pt5	Hugo_Cell_2016-Pt6	Hugo_Cell_2016-Pt7	Hugo_Cell_2016-Pt8	Hugo_Cell_2016-Pt9	Hugo_Cell_2016-Pt10	Hugo_Cell_2016-Pt12	Hugo_Cell_2016-Pt13	Hugo_Cell_2016-Pt14	Hugo_Cell_2016-Pt15	Hugo_Cell_2016-Pt19	Hugo_Cell_2016-Pt20	Hugo_Cell_2016-Pt22	Hugo_Cell_2016-Pt23	Hugo_Cell_2016-Pt25	Hugo_Cell_2016-Pt27A	Hugo_Cell_2016-Pt27B	Hugo_Cell_2016-Pt28	Hugo_Cell_2016-Pt29	Hugo_Cell_2016-Pt31	Hugo_Cell_2016-Pt32	Hugo_Cell_2016-Pt35	Hugo_Cell_2016-Pt37	Hugo_Cell_2016-Pt38
TXNIP	152.174	322.927	114.1675	20.52105	142.59	22.41475	69.54945	62.62665	46.307	83.40205	197.691	76.0142	64.83805	55.046	194.3165	242.616	136.0195	140.4805	138.317	99.75425	120.8935	144.6945	35.3999	38.1184	51.9237	59.5069	484.831
TXNL1	49.135	72.7378	45.11	66.85615	102.9565	43.71885	43.0886	73.6092	56.0323	53.27425	40.44365	49.7344	54.33755	24.12795	41.76505	46.19055	53.81355	76.95475	51.12375	52.94155	83.1545	51.66105	44.5602	53.5399	72.6969	58.8467	48.7491
TXNL4A	46.93045	52.7125	27.58975	47.4185	49.60965	52.4908	53.88465	55.5968	33.71855	48.68275	19.41535	33.09435	52.00135	37.6991	41.7675	18.3553	50.74225	92.82625	58.34225	52.14735	59.3047	62.34185	150.819	41.9807	70.4243	132.322	50.6479
TXNL4B	7.349805	12.1285	6.760575	7.510465	5.766725	9.07944	5.537165	7.838365	8.65435	15.2581	5.565565	5.65344	5.96897	2.32136	5.64858	5.22646	4.209425	3.875245	5.613935	6.10909	8.98455	3.40994	6.39454	6.73765	6.15125	9.832	5.29118
TXNRD1	71.0009	32.7365	56.4088	35.19665	37.70565	27.1376	47.6345	27.47905	43.0044	54.2595	21.4509	51.06785	26.62425	26.88755	25.9244	34.3954	30.4079	15.1948	22.46865	22.52875	18.3857	33.8337	33.0795	17.259	74.2112	51.9349	32.0953
TXNRD2	6.20191	15.80655	10.9369	12.44615	10.3601	11.2337	13.82915	14.5969	12.679	10.424165	4.662035	7.21856	11.71625	47.3556	14.8499	9.164525	6.949505	14.28985	7.81993	7.14637	8.19464	15.1879	15.107	14.6851	12.0756	13.9	16.4543
TXNRD3	2.105755	3.52322	4.500285	3.35774	3.67097	5.27501	1.777575	4.998095	4.09293	0.509578	2.12181	1.8043	4.538595	4.77363	5.266665	3.8792	2.046055	2.475515	3.5644	3.36703	2.72409	5.34539	0.883483	1.9744	2.87967	3.65953	1.01891
TYK2	12.18505	11.17455	11.93695	11.6124	11.201	21.3055	18.76225	16.73245	13.1586	23.3257	15.28565	23.7454	20.9688	40.537350000000004	18.16255	12.77345	25.7499	23.22715	17.38335	18.00775	17.2829	19.48805	20.5104	29.0865	13.6201	21.7514	26.2394
TYMP	37.49785	44.2267	13.1676	4.77896	9.396355	117.8435	66.34505	53.04315	84.1574	60.09715	152.4215	59.9567	121.146	165.068	350.1155	60.1901	168.218	89.4875	160.035	88.4934	337.499	57.1948	247.195	106.563	78.2541	113.915	179.161
TYMS	13.21665	5.95233	23.71135	32.73115	18.148	19.9784	10.9622	25.4283	31.4011	29.96515	11.11615	27.23625	12.968	13.45805	5.693315	30.58625	30.0037	25.535	24.4337	13.58035	5.997125	24.97355	30.6899	22.7607	75.618	23.0326	21.6414
TYR	690.5765	336.6515	102.6545	573.267	1293.775	338.863	131.471	495.6275	1.784815	272.476	134.8905	0.05479825	385.7135	355.116	457.6745	225.6605	95.1127	3106.48	541.53	606.8525	6.70579	299.283	50.9574	1.02658	303.045	1007.66	20.2631
TYRO3	14.13555	29.7983	43.8397	26.5316	6.17006	4.73368	5.02138	35.58045	11.8256	30.90375	12.12705	3.04136	16.63155	73.1031	16.81025	10.75665	7.04889	36.28325	19.33305	21.4858	10.38605	4.284595	29.1441	6.3913	26.6412	41.1634	8.16958
TYROBP	132.416	191.35	99.0995	25.63975	122.8715	144.35	187.998	139.9965	51.6719	77.2687	325.113	141.7785	304.9655	418.595	646.755	341.175	663.962	624.341	201.2155	126.3565	62.9835	234.8595	205.712	143.826	101.225	111.375	144.378
TYRP1	3.833435	51.80045	1095.48	0.144143	2.775765	2.661355	0.650108	0.09732695	0.2305515	0.1863175	8.824105	0.04845205	1105.18	65.80965	575.5925	27.97485	407.7	2495.625	147.0215	105.069	3.497675	1509.79	373.316	0.64945	92.7976	42.6985	0.839942
TYSND1	5.028675	9.18488	10.07765	6.252515	10.280485	10.198335	3.886595	8.83917	6.21031	5.0916	3.544385	5.616165	12.4662	39.9566	8.35412	3.898075	11.4126	10.7731	6.10696	5.679755	15.838	7.78506	6.15945	4.66449	2.74059	14.7138	11.0477
TYW1	9.128145	9.406345	13.9795	5.58513	15.44455	8.736425	13.2408	11.7362	11.294	15.52135	7.396255	6.4344	11.6774	6.16583	6.08505	9.46219	5.109895	6.032445	6.615755	7.520235	6.815075	11.4505	9.32994	8.78217	6.3688	10.56	9.68834
TYW3	20.23265	12.4377	7.59776	10.27905	13.8031	5.370745	8.77069	6.642235	14.37875	16.35495	14.5524	9.480755	8.66319	6.80217	7.6619	9.84555	5.549615	3.142325	10.06162	13.6718	5.274085	8.92449	3.15514	8.80576	10.2894	9.58953	8.40531
TYW5	3.52944	2.87424	2.0409	1.669435	2.70248	2.605925	2.00432	2.24625	3.86244	3.61324	2.204795	1.102135	1.065335	1.060055	1.64648	1.957385	1.400645	0.7352885	2.239605	2.980435	1.764155	1.730045	1.29529	3.18184	2.98869	1.43857	2.4628
U2AF1	69.37385	82.1313	70.9277	86.97305	166.6475	87.33015	118.8735	83.83765	144.3985	82.5963	79.48365	108.018	78.83765	154.123	79.44615	89.43145	104.671	145.723	65.37375	46.6622	164.2895	81.25825	126.479	105.418	120.9	116.15	156.602
U2AF1L4	6.294675	5.26949	2.66531	4.223745	3.118925	9.582585	11.05205	6.32968	4.585335	11.5988	5.102205	4.002185	6.63435	15.6484	12.5978	5.65694	8.45458	16.8706	5.564415	4.50269	8.6387	7.700455	9.51587	12.3248	5.80777	9.84058	17.0328
U2AF2	54.02785	28.3138	56.864	51.13355	41.8122	64.62655	66.52185	59.11065	49.32775	61.28745	53.96455	105.9145	56.34235	135.609	66.46925	42.5471	72.13905	160.958	75.1257	61.2022	86.389	44.3703	131.274	83.2511	124.186	71.3302	78.1058
U2SURP	18.01555	13.2595	19.6272	19.18345	14.2999	10.7244	10.6833	9.21567	32.221	10.0081	14.46375	10.2626	11.65215	9.10029	11.13335	18.00575	11.0745	5.42532	10.85865	14.203	9.2001	17.20995	13.3815	15.9728	28.384	11.5526	20.7557
UACA	12.6134	16.9458	3.646445	6.7619	16.6618	9.372615	5.569655	7.117475	12.1462	16.04995	13.28585	13.00705	8.66129	6.64725	4.96138	18.4923	16.68655	3.172415	17.3673	19.3628	8.905385	12.346	7.79499	16.203	18.6343	6.42437	4.59112
UAP1	24.31185	29.26355	20.4564	22.23185	16.443	15.67305	14.7279	18.9976	63.8017	43.49235	38.04345	31.2751	16.7774	19.80565	27.54625	22.10925	19.21455	19.857	14.2323	12.47155	20.796	11.8648	13.8867	15.8616	14.8988	18.3206	12.5433
UAP1L1	9.944105	8.190425	14.14475	10.18825	9.59158	39.18025	13.04035	16.82405	21.5882	13.51	5.38363	18.37465	14.26695	56.4707	14.08875	8.469885	27.86645	26.53435	16.25935	24.29485	4.118405	22.15215	24.9648	8.53889	21.7645	28.702	11.536
UBA1	143.386	53.17125	59.39655	81.455	143.435	139.6385	75.9802	74.9282	115.5555	90.35085	98.6005	194.649	39.50995	162.533	59.86905	62.16965	48.8229	109.7595	62.61285	59.5586	95.89095	51.37555	115.377	87.8095	80.7504	103.673	112.797
UBA2	62.56725	54.38595	90.83775	67.73825	48.71685	49.7312	55.0916	61.68675	62.57065	54.09585	29.97755	57.16	91.5857	33.56565	42.67325	45.49605	49.7151	58.30425	69.8562	85.36065	34.6709	78.38285	20.7396	40.0783	56.6434	41.2514	36.2676
UBA3	42.6701	33.33195	43.7671	54.6018	34.61225	58.43275	19.58695	32.3199	38.5624	43.425	40.90065	39.94845	37.13595	18.60255	32.3887	48.79305	22.95845	9.96823	25.45015	29.653	30.45445	38.8575	7.95018	11.4276	16.1169	11.8837	29.9244
UBA5	13.54325	11.5699	15.2688	12.00065	12.32185	12.14925	12.72275	13.94665	21.3923	11.5983	12.03605	13.6198	14.5478	9.361675	15.09615	15.173	8.946165	3.471895	10.19835	11.6366	13.44955	17.7418	3.86482	4.43654	13.9634	6.17431	9.54663
UBA52	200.822	334.6295	351.2475	357.495	263.9985	288.064	247.0155	224.3015	204.558	198.5585	177.704	161.357	380.159	1109.45	261.176	232.7405	221.597	521.7975	225.8635	214.7285	350.218	381.181	543.129	211.737	151.359	361.721	289.401
UBA6	6.19276	7.678335	5.38764	10.2869	10.16943	6.586345	5.589415	6.58532	11.4825	12.06385	9.635385	7.003005	4.25124	2.022095	6.661935	8.480195	6.023925	1.320745	8.823115	11.1319	12.98295	6.91308	0.978385	4.8351	3.21392	1.78445	6.64134
UBA7	9.64786	13.0922	4.525585	11.7743	5.872005	3.28684	12.77405	11.2126	1.486345	6.667955	12.0656	9.013315	11.1279	10.6236	32.0127	13.4783	12.6579	11.66725	13.2428	15.0194	7.30482	10.03484	4.42757	3.96834	6.94285	5.28882	37.3666
UBAC1	10.24425	11.63285	19.4568	9.060325	13.0991	27.71875	15.8969	14.01015	16.93605	10.38385	14.3747	19.78275	25.46675	17.34835	21.4708	13.43905	26.5519	34.2455	17.0162	16.1165	51.42245	30.73395	28.7981	14.6779	14.7348	28.0731	19.5938
UBALD1	11.39425	13.62635	27.70405	20.6495	17.7711	24.3813	27.3381	19.09135	14.9077	12.27335	12.4906	29.60415	24.53675	55.0872	15.2372	17.01695	25.11845	92.9464	17.59165	15.78695	23.26965	16.61995	30.513	26.3803	16.2046	27.9163	23.514
UBAP1	15.78635	24.9366	12.77635	18.4526	22.8423	20.36575	17.7153	9.698195	11.2468	10.43342	14.73075	14.75755	9.831015	8.82336	13.7322	17.5136	15.52145	11.07975	24.35035	27.3843	33.9164	14.38495	15.1666	12.9213	21.9663	18.8188	18.3008
UBAP2	8.271915	8.611845	11.2241	11.34805	12.4631	15.643	8.84682	7.78992	9.07408	8.89548	3.969955	9.3785	9.262425	17.974	7.221845	6.843905	11.4368	14.77255	12.9632	13.8679	12.42195	7.779415	24.8353	7.60906	16.5359	21.9426	9.06434
UBAP2L	45.4059	35.5862	108.4625	68.7288	45.91735	36.21115	27.7232	24.9443	49.558	42.0813	53.8122	40.37775	29.46215	94.0151	37.61315	48.96715	36.91665	118.1155	47.42355	52.09935	31.9597	21.7642	55.1649	38.3743	42.8087	47.632	34.3283
UBASH3A	0.719077	0.378684	0.3040945	0.0096906	0.042803	0.11189735	0.3049325	0.8958035	0.01931785	0.09601605	1.316855	0.331916	0.579292	0.5627395	6.478425	1.4673	0.7463555	1.34226	0.7516025	0.293699	1.284235	1.046615	0.150968	0.341182	0.50293	0.448935	4.2032
UBASH3B	3.866005	1.122575	1.087065	1.60375	7.433795	1.839125	1.188955	1.71356	11.39345	6.021215	6.789625	10.259	1.956925	2.023035	1.998615	3.14286	3.444035	0.7882205	2.23321	1.523485	4.20118	1.826195	1.4642	1.94607	1.73164	1.08328	2.29532
UBB	320.438	378.1815	55.883	491.5885	1534.01	1012.92	959.548	1231.04	625.6635	528.2125	469.5105	517.997	745.85	761.7355	832.459	728.631	719.8295	965.9395	275.927	208.245	562.872	166.878	813.607	560.61	297.55	617.913	485.619
UBC	344.313	374.4195	369.682	246.6345	449.003	367.829	435.188	610.8025	361.797	487.3075	306.4755	428.746	197.8915	340.662	495.23	259.2105	221.875	417.095	307.387	237.354	695.9305	303.1795	366.731	295.537	257.799	379.27	350.136
UBD	0.4049255	1.261365	0.8841765	0	0	0.02656735	0.738843	0.6907815	0.0141909	0.0216683	2.07747	0.01206645	0.341495	0.0933735	11.1812	1.992465	0.469086	2.26686	0.642036	0.1522035	0.26905	0.9835725	0.0943075	0	0.12089	0.0883802	0.836794
UBE2A	47.6255	39.5402	41.4783	94.26705	72.38305	49.13395	28.196	51.9089	30.12345	20.4524	48.6291	69.78105	37.17095	35.62945	57.7202	47.98425	42.3279	25.7684	32.69205	26.963	44.9254	27.48365	27.1451	31.6433	43.3144	36.9659	37.8895
UBE2B	31.46215	46.8838	32.6148	40.77205	43.10305	32.95735	32.6244	41.7843	30.53625	20.42685	28.2292	22.77835	52.8775	16.9968	22.28925	27.93815	23.7737	21.7845	24.589	27.4348	27.44935	24.62095	10.285	10.9791	11.9345	16.553	20.8981
UBE2C	29.87905	6.635025	50.8572	66.23065	13.21325	109.9715	37.7768	26.6756	107.6805	89.2667	27.6634	298.468	94.36435	339.348	31.7089	52.59965	116.9075	217.6155	50.9656	22.52275	59.85915	53.2459	192.084	84.0166	108.364	51.9892	61.1855
UBE2D1	13.0585	10.88725	15.2619	12.11125	17.46265	6.704745	6.67953	11.5199	8.13467	9.50342	10.72595	14.81145	9.726545	7.313005	13.89575	17.01565	9.92388	6.32397	9.05187	9.60672	10.52385	14.86595	1.85664	4.62	5.81847	3.76807	8.42782
UBE2D2	41.69195	36.65885	40.2547	45.92185	37.20235	31.8817	22.213	37.5845	25.68485	22.36725	38.61325	37.5488	46.14355	27.38735	31.06685	44.40845	32.37545	44.62795	41.8812	39.0511	42.84725	28.04745	55.0204	22.5371	31.8735	38.7372	59.8813
UBE2D3	102.658	99.1675	67.86815	135.1155	108.7995	47.93855	59.70065	65.77865	67.62945	87.05275	90.21585	64.0402	60.87525	54.03365	65.3956	91.04575	57.8871	35.91845	67.4609	70.8331	84.00535	63.41875	26.5989	45.4121	68.5058	55.2382	62.9142
UBE2D4	3.647255	3.0316	7.58135	2.32741	2.446875	5.85278	5.57846	4.75483	2.34719	3.612225	5.593365	1.79359	5.295605	5.76481	2.73729	3.47333	2.332405	4.92502	4.50589	5.067905	2.345095	3.558665	7.27956	2.35862	4.47754	7.93603	3.16623
UBE2E1	73.9021	59.93105	156.7895	108.8745	59.3571	83.99265	62.71485	45.919	59.83845	15.47535	55.4514	126.837	54.84925	67.7468	81.85735	59.12265	53.82485	56.36435	69.06605	77.289	72.12045	85.4593	23.1005	20.3054	35.442	28.8369	46.7554
UBE2E2	21.8806	7.52208	28.74725	6.28802	7.970635	21.0569	14.12735	10.9795	15.30655	8.59983	12.7691	20.8947	14.52355	3.38865	18.5033	14.45245	15.1701	22.0604	5.72002	3.31528	15.2742	16.79735	12.77	3.12794	2.79121	17.0944	16.8461
UBE2E3	78.84305	16.71135	69.2296	17.00925	27.34065	47.5299	46.6537	60.55685	75.86635	39.92525	75.0224	55.2166	65.6131	41.1734	49.0806	55.24655	35.5983	40.28685	6.294735	13.8703	33.59545	22.52125	19.1975	158.743	55.4343	24.307	28.887
UBE2F	24.57115	16.8877	16.82065	18.5153	42.9761	18.87485	14.3832	13.0456	20.938	10.15215	16.3589	12.5931	19.8439	14.6847	15.3169	16.61715	13.85205	18.73395	11.8302	9.110905	52.84575	11.9541	25.0269	13.1615	18.6617	15.9718	19.8169
UBE2G1	12.2523	10.87385	12.75235	21.4104	16.8213	8.61307	11.503	15.24175	16.74505	11.01105	13.32865	14.5932	8.870275	11.93515	11.6369	19.87595	9.797235	8.65605	9.58287	8.754605	29.1491	11.7959	5.70727	7.81084	18.7252	5.17235	20.5867
UBE2G2	34.1553	34.6334	20.1192	31.72315	59.40585	23.5246	28.48395	25.8404	31.70865	29.91505	19.33765	20.3085	27.2379	21.18185	21.10105	30.49205	28.07725	17.8081	15.32975	15.2961	30.469	36.59615	26.1278	30.973	28.6995	55.8093	43.8704
UBE2H	32.75845	34.2847	57.83355	28.5179	47.99585	27.8369	42.1729	44.8542	44.0132	93.6404	53.30925	29.5826	27.40235	24.81795	26.409	43.4896	28.01465	22.667	36.57135	41.6101	23.5274	29.207	26.8661	38.3402	96.205	53.9974	36.0363
UBE2I	68.8562	38.8707	67.76105	88.67085	49.26555	44.0904	62.73535	42.7176	60.4358	45.0031	48.19375	65.15285	38.49985	67.7579	34.7534	42.8534	41.93255	102.4215	64.60445	62.1838	44.54175	33.99005	86.6652	59.2752	61.2753	49.6875	81.2633
UBE2J2	27.46695	12.62265	10.7708	20.21525	13.30685	28.6337	30.3498	20.82785	18.72435	21.13905	22.65535	26.22995	14.7912	20.36385	22.3971	15.39815	23.1172	36.51845	21.75835	20.54955	44.216	13.30175	75.5307	43.4323	51.7062	32.3238	32.997
UBE2K	26.19965	24.11765	18.1143	38.0307	28.322	11.7581	20.0563	15.0845	16.86955	25.3167	23.0104	25.29075	10.4376	8.609855	14.8725	25.7611	16.5439	18.96785	20.0985	21.4314	25.53865	18.5913	7.28694	11.124	27.3818	11.9856	13.79
UBE2L3	53.8906	37.5604	71.57005	75.6766	63.3728	58.21895	29.0641	39.05125	90.1976	48.2899	45.7791	42.06455	43.03425	104.823	43.6092	63.6411	29.13665	41.33645	43.5714	36.69515	67.64445	44.3348	112.415	62.2799	72.898	47.0394	50.6167
UBE2L6	53.19695	129.209	71.05085	44.3376	25.1965	21.4301	47.59145	97.57305	38.00115	28.294	108.2195	69.7375	67.08475	72.5863	144.6805	101.182	93.5241	202.8085	114.739	59.35325	56.0437	36.74445	82.6731	38.1043	91.5906	172.218	190.795
UBE2M	49.03575	35.5018	28.44075	56.61185	32	74.6454	89.7377	74.95975	39.2014	59.47835	32.8797	80.2964	101.279	186.941	48.059	22.38445	53.2735	159.144	48.26305	36.5033	68.62135	30.684	272.025	120.326	182.233	174.126	60.9762
UBE2N	44.55765	50.9574	51.4644	63.57035	47.25905	31.43275	27.24045	34.406	42.25175	51.1176	44.49345	59.29145	35.1585	36.95005	43.008	53.1992	47.85395	41.8777	38.2157	34.1602	77.41535	42.2322	44.4423	23.7579	52.5273	50.306	60.8857
UBE2O	5.943525	5.818635	12.5938	5.965765	8.06615	8.129415	15.53765	5.06775	8.688605	4.48398	4.57837	14.76975	5.945245	19.60275	11.1297	6.02074	6.19228	15.9927	5.054735	5.56431	9.424985	4.11544	18.1681	9.3953	17.0644	10.2966	12.2143
UBE2Q1	42.6829	30.8224	55.5953	57.24	25.1936	28.125	24.74515	17.0075	31.33375	33.037350000000004	34.31195	31.38105	23.84475	40.33825	31.0966	25.2951	32.80125	59.4279	25.67015	25.80095	20.0821	21.28895	56.121	32.0032	28.7727	70.5694	31.8856
UBE2Q2	25.6506	15.19595	11.07905	16.92105	31.24235	16.50245	8.35506	21.6175	11.3239	28.9658	13.4724	13.7969	20.68775	12.1265	18.96535	17.4205	10.37239	6.189255	11.39505	12.29875	18.9806	25.0509	7.63117	12.7648	17.5184	11.1745	9.99342
UBE2S	60.03755	28.77205	23.94135	71.15515	14.02295	182.8545	88.90035	64.61475	76.5091	123.6635	21.6125	134.5545	94.58925	350.903	60.22455	20.46835	92.13595	225.558	85.7219	43.965	49.8855	49.7856	640.392	172.206	331.88	221.258	96.0912
UBE2T	14.2049	16.05245	49.11515	30.2717	9.83699	44.138	15.72155	9.48269	23.7046	53.85775	11.6702	66.1194	45.0177	39.2059	19.5105	30.23205	83.9664	64.39125	21.3525	10.91835	18.92635	24.6059	45.7949	20.606	39.8871	36.6177	17.3855
UBE2U	0	0	0	0	0.01665785	0.0801084	0	0	0.0136821	0	0.015895	0	0	0	0	0	0	0	0	0	0	0.01833845	0	0	0	0	0
UBE2V1	82.76065	56.20935	114.686	102.1055	78.45045	51.81835	63.4632	64.2641	119.689	62.15005	73.83375	152.464	67.18245	116.1815	56.93425	104.102	49.36695	78.43505	68.09005	70.01525	71.4168	53.39685	109.118	67.3228	121.665	133.578	85.6442
UBE2V2	43.5847	40.45995	45.8708	29.54255	42.334	19.80955	45.6365	34.20535	69.22265	57.6653	37.4493	17.7426	29.92815	13.8361	20.00955	54.148	40.5723	21.8788	23.2225	21.2886	34.9563	24.9692	12.1581	26.1506	34.695	11.7396	19.2433
UBE2W	7.69989	9.357435	7.501815	7.031805	11.8724	3.46622	5.443775	7.25565	10.97685	11.22215	28.1218	4.498165	4.41022	2.448695	5.466575	11.9824	4.978625	2.490505	5.01553	6.33644	3.818805	6.116475	2.29088	6.04221	3.89156	4.26871	4.15732
UBE2Z	51.16555	42.70395	43.25415	50.22175	47.1988	34.12185	59.4291	48.65805	43.22605	38.14375	57.97065	64.20905	35.8597	50.10405	50.9426	36.74875	41.4116	34.1325	50.46095	47.68155	47.4148	35.9441	50.4393	63.8292	47.7074	75.461	50.3568
UBE3A	26.70935	15.97265	19.8939	24.713	45.761	6.81934	9.84812	14.59795	14.2958	35.2597	16.46675	12.10995	9.27748	12.35805	12.7896	19.04425	9.40729	8.49832	20.6732	24.67305	12.47035	7.776605	16.5238	23.0164	31.0048	14.5849	25.6954
UBE3B	6.931525	10.51265	12.1213	12.8696	12.911	6.69384	7.070655	11.46135	8.68244	15.1953	9.220805	8.5105	8.565825	14.3333	7.13855	12.163	5.94043	7.264375	10.54555	11.26505	11.0799	6.7973	10.7005	7.53043	11.9817	9.43147	8.43761
UBE3C	38.6527	23.9926	21.31165	20.83605	53.77715	19.7479	29.8161	31.6152	25.82515	83.17685	31.3489	33.29615	28.469	17.54205	20.05185	23.1358	28.7915	8.6228	18.5005	20.15465	27.09135	26.20365	21.9146	14.2459	28.233	15.2261	24.0797
UBE3D	1.966785	3.405015	0.9248275	1.392175	2.063405	2.074895	2.168255	2.6196	1.171155	0.8502435	2.09282	3.52026	1.543175	0.902617	1.497375	1.18545	1.23292	1.332015	2.178965	2.859495	2.77487	1.59588	2.06294	0.966245	1.55729	2.54078	2.01849
UBE4A	8.825255	12.4287	6.25158	9.37712	18.0176	6.8303	12.47565	16.5619	12.98475	10.31045	17.77855	14.3765	6.65251	6.751595	10.91865	15.9207	7.4633	6.710355	14.28455	16.8812	10.5743	9.62418	5.90959	7.63446	9.90813	5.26069	11.2641
UBE4B	21.652	11.3529	10.4398	16.6795	11.87375	11.44865	13.25225	7.774755	14.09775	15.2149	14.5892	12.04815	4.19822	7.03825	7.766855	11.3093	8.39622	11.89985	15.96385	19.831	12.5007	7.824065	14.8393	13.2398	23.2188	12.7031	8.8786
UBFD1	21.37995	17.66205	29.4545	29.41565	18.272	10.18454	15.15885	16.33805	24.85025	22.279	20.3516	18.268	12.37475	7.56243	8.433415	11.76605	12.0217	24.53595	15.0764	15.7087	8.47914	10.50375	15.9791	21.9972	15.925	19.4971	18.5033
UBIAD1	10.88745	8.298835	6.72448	10.052875	7.53121	6.453975	8.657115	7.9998	5.88626	7.00776	8.21385	9.317455	3.486995	7.739575	7.22818	7.17686	5.05473	9.256805	8.69659	9.86233	4.39688	6.7675	27.9087	9.54079	19.2071	17.2392	13.4354
UBL3	109.9835	142.066	140.9975	238.9475	123.258	74.92185	80.828	37.1056	18.01675	21.6062	29.4526	15.76695	82.08365	50.43185	89.4342	83.74145	69.8104	26.3085	89.46115	141.209	17.07405	59.64955	10.868	9.16886	120.315	34.4469	11.3615
UBL4A	24.9028	16.84155	23.93155	29.5793	32.7909	24.78255	20.77225	17.57305	13.88825	19.60885	15.02	24.1737	25.0225	38.88365	26.3084	14.3599	21.3616	30.5416	20.2442	18.80895	29.37545	21.9835	31.3499	41.1747	30.9967	21.811	19.8704
UBL4B	0.07515755	0.0203807	0.483005	0	0.01772105	0.0191877	0	0.11451665	0.04935885	0.216013	0.0315534	0.07103925	0	0.0595305	0.07165005	0.1933525	0.292938	0.1551304	0.0116996	0	0.0283643	0.428453	0.0668793	1.54549	0.0895617	0.0609431	0
UBL5	293.7795	626.856	469.1055	441.714	421.9325	769.8165	434.0885	640.5875	229.456	381.358	397.621	521.2785	1197.9	661.9975	553.934	386.547	654.9655	1156.68	234.3785	189.8325	691.0565	493.4645	556.005	400.133	365.204	469.813	255.403
UBL7	34.407	27.435	47.61325	43.28005	42.2497	35.8045	28.5884	61.16285	27.65465	41.11985	26.50435	21.90975	38.434	228.0525	33.81455	26.06035	18.92585	99.8239	35.85905	30.21095	39.30905	44.26805	74.0294	48.8703	39.5705	60.568600000000004	54.1371
UBLCP1	22.49315	24.03615	23.75275	26.96715	39.9304	10.35465	26.27715	24.114	20.07675	16.46615	25.73005	14.18895	37.5171	7.443815	15.81565	30.51405	16.50435	9.393425	20.27675	20.12555	23.43845	23.70525	5.4574	10.059	12.8199	11.917	20.8723
UBN1	23.68545	8.57976	15.33045	18.0879	13.16965	14.7147	12.03145	11.1562	11.7625	18.10245	11.5506	14.44815	5.822565	8.77613	6.161345	10.7496	7.90601	8.585395	17.20915	18.47825	10.24775	8.230575	19.9491	11.7705	12.1064	16.7298	14.2451
UBOX5	3.016915	1.95945	7.08033	2.18433	2.50597	3.98006	4.14536	3.804535	1.78262	2.35924	3.0694	1.98228	4.81852	13.24255	2.737985	3.63312	1.364715	6.92717	3.13422	2.509785	3.13393	2.25733	2.89744	3.84368	5.24854	2.48369	3.26399
UBP1	27.71765	17.8914	59.60235	27.9066	23.58375	25.62815	19.10805	17.89945	28.3734	23.81935	16.74265	30.02935	24.0585	16.69935	34.47075	18.52995	19.0588	14.7198	25.69805	26.4807	24.10895	38.103	11.4048	8.02846	19.0564	9.02965	20.4498
UBQLN1	35.139	51.10055	109.265	41.985	66.29935	38.51875	32.05995	21.09005	53.4181	28.46185	43.2989	49.62225	25.3298	16.77735	36.19505	39.53925	27.835	30.3315	47.19315	50.9093	40.44025	57.94085	22.254	12.913	29.6327	23.3348	34.9585
UBQLN2	15.56085	17.75755	21.4778	21.26795	32.7509	17.0456	13.92535	17.16515	13.0201	15.84205	17.5027	25.5175	11.7444	18.21545	23.96775	16.6697	8.57976	12.4871	15.54115	17.62625	19.9932	11.6324	5.02077	13.6583	14.8505	13.2698	17.5315
UBQLN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBQLN4	20.5888	21.4014	40.0691	25.6122	18.2971	18.2779	23.8085	17.89435	21.88345	19.6818	18.76165	15.9534	15.62185	58.63465	20.3315	17.63135	25.0299	30.62985	14.0936	13.07875	20.89755	17.40365	29.4185	25.6379	18.7899	43.9939	11.0546
UBQLNL	0.03870045	0.0222057	0.02210365	0.0104787	0.095292	0.01015465	0.0847381	0.10443885	0.0372965	0	0.14377785	0.110637	0.3710335	0.05099745	0.126507	0.04838285	0.05526555	0.0819409	0.0483853	0.0203465	0.0612921	0	0.137305	0.247776	0	0	0.281274
UBR1	7.31517	5.56709	8.01085	8.4395	12.5038	2.5409	3.124245	5.15768	5.892305	10.062685	5.82326	3.598885	4.069235	2.38463	3.61132	6.613265	2.37715	1.32751	4.44651	5.920425	2.417445	3.404475	1.69338	3.29658	8.3946	2.38865	6.25783
UBR2	8.78431	9.71267	6.923655	15.20645	10.7183	5.152275	4.057445	5.145705	5.205975	5.05433	10.04115	6.302295	5.802265	1.968595	8.747785	9.271415	3.924885	5.65262	6.66352	8.714955	4.858085	10.54675	2.15035	4.85485	5.88372	6.34644	6.39349
UBR3	7.8898	7.70412	4.98579	5.48865	8.33755	3.906205	4.536795	3.98192	9.862235	5.03616	6.131375	6.1766	2.71014	2.87285	4.500125	7.140205	3.498185	1.72554	4.33806	6.073295	5.605675	4.7857	0.885243	3.09667	5.74499	1.80066	3.80502
