	IP-08	IP-108b	IP-115b	IP-124b	IP-127	IP-138b	IP-140b	IP-148	IP-197	IP-214	IP-28	IP-31b	IP-36	IP-38b	IP-46	IP-52	IP-57	IP-58b	IP-60	IP-67b	IP-73	IP-82b	IP-89b	IP-99
TMEM208	8.02	5.99	11.09	8.31	5.24	9.04	8.51	9.87	13.09	14.08	9.46	4.6	10.31	7.93	10.96	13.78	21.83	7.96	4.64	15.06	15.78	11.05	12.51	18.5
TMEM209	9.62	2.34	12.34	15.2	3.65	11.53	8.59	11.39	16.1	12.36	13.05	7.34	10.19	15.66	15.18	16.27	7.43	12.32	8.46	19.37	12.02	9.22	6.15	17.76
TMEM213	0	0	1.04	0	1.92	0.84	0.48	0.17	2.63	0	14.41	0.6	0.16	0	0.34	12.55	0.71	5.8	2.41	0.18	0	2.2	0	0
TMEM214	33.61	45	45.65	59	47.13	86.81	96.26	37.27	34.8	31.98	42.57	45.64	50.7	27.72	47.46	55.12	56.46	60.36	25.79	60.25	31.3	71.63	156.99	45.96
TMEM216	6.28	3.96	1.58	7.72	3.98	3.09	2.13	2.87	7.29	5.44	2.41	5.31	8.67	1.95	2.8	3.04	5.27	5.24	8.6	12.42	7.79	1.33	5.09	1.76
TMEM217	0.23	0.18	0.23	1.61	0.8	0.62	0.66	1.06	0.41	0.27	0	1.33	0	0.69	0.64	1.01	0	0	2.87	1.77	0.26	2.05	1.1	1.37
TMEM218	13.11	3.45	10.44	21.71	16.97	9.1	9.27	10.18	5.15	10.25	8.44	13.33	15.36	17.79	14.25	9.63	11.04	2.83	10.87	8.4	6.29	19.8	7.73	6.83
TMEM219	28.4	18.02	21.18	33.8	19.03	61.32	20.54	35.6	33.25	25.13	54.92	29.09	41.65	27.64	32.96	41.91	41.61	47.77	22.65	17.93	30.38	61.53	50.63	31.84
TMEM222	13.3	3.92	6.3	10.63	5.48	11.52	13.95	6.55	7.05	11.03	4.19	9.67	8.22	4.79	7.47	10.28	6.13	21.89	7.29	13.56	8.06	12.52	18.65	6.65
TMEM223	6.29	1.2	4.26	6.09	2.28	3.92	4.3	4.6	8.57	5.97	4.82	5.49	13.59	4.74	7.83	5	7.62	2.17	1.39	10.51	5.37	16.2	5.8	6.88
TMEM229B	6.4	1.32	1.23	2.33	0.14	2.14	6.86	0.86	0.1	1.15	0.28	1.9	1.81	1.72	1.27	1.56	1.01	1.72	0.55	1.28	0.19	5.27	3.93	0.29
TMEM230	50.57	15.47	63.79	59.96	37.72	35.81	15.94	35.6	47.02	42.01	26.32	55.04	42.49	45.23	37.42	36.29	79.44	31.5	41.43	99.89	37.24	55.88	65.73	29.62
TMEM231	0.31	0.64	0.98	5.04	1.14	16.6	1.9	2.22	0.45	4.79	0.66	2.26	3.09	0.17	0.59	4.59	2.19	0.13	2.36	1.72	0.78	0	4.3	2.51
TMEM234	19.43	8.75	11.71	16.55	5.63	37.36	17.1	6.71	6.69	8.98	7.92	14.17	19.08	4.87	12.59	13.81	10.19	23.3	17.71	8.11	7.01	11.69	36.52	11.82
TMEM237	7.99	9.33	7.69	9.34	7.12	4.6	8.02	7.55	13.45	9.02	5.89	10.27	22.83	12.01	12.82	4.42	15.67	5.03	8.27	11.67	9.08	7.16	8.35	5.41
TMEM241	9.42	3.1	14.48	10.02	22.34	7.8	10.5	8.36	21.7	4.13	6.33	3.72	4.15	11.22	7.45	10.48	10.46	7.88	15.45	12.03	11.41	32.67	10.85	5.89
TMEM243	46.38	3.81	10.68	27.62	54.19	22.77	49.65	27.51	22.76	10.07	10.71	26.42	8.53	13.2	50.83	32.53	9.79	10.45	59.98	20.46	10.77	41.65	24.9	30.25
TMEM245	14.56	8.1	36.59	19.8	60.99	13.83	13.12	20.61	30.01	24.85	14.38	10.44	10.74	32.9	14.68	17.45	13.55	16.01	21.65	17.02	11.92	6.85	11.66	18.93
TMEM248	47.75	13.29	18.62	65.88	13.27	62.99	59.96	28.4	29.4	35.5	18.88	27.66	30.49	34.94	28.78	43.8	24.03	25.1	26.77	48	37.13	51.53	97.4	41.24
TMEM25	18.45	1.92	11.11	1.39	14.33	18.13	25.41	7.74	5.41	9.6	4.56	4.05	15.79	14.43	16.74	10.81	1.35	22.78	6.16	11.07	3.8	22.65	12.55	7.11
TMEM250	6.77	2.05	10.86	9.78	0.98	6.15	11.72	4.2	5.54	2.54	2.71	1.12	11.9	6.38	6.61	9.71	8.14	7.08	0.6	8.49	3.3	8.81	15.34	7.84
TMEM251	8.26	3.37	12.38	2.65	6.5	6.63	7.3	2.15	8.67	11.88	6.34	12.27	8.23	20.81	6.79	4.28	3.42	4.62	7.37	17.33	7.86	3.16	4.82	4.93
TMEM252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63	0	0	0	0
TMEM254	14.69	3.79	6.73	9.29	14.19	25.42	12.9	11.58	23.51	17.73	36.82	13.66	19.96	41.31	9.32	17.8	41.14	7.13	9.94	16.53	10.93	25.97	13.92	4.98
TMEM254-AS1	0.24	0.35	0.73	0	0	0.63	0.56	0.99	0.38	0	0	0	0.84	15.6	0.47	0	0.27	0.62	1.02	0.4	0.2	0	0.32	0.36
TMEM255A	0.46	0.25	0	0.5	0.19	1.36	4.9	0.99	0	0.53	0	0.22	0.23	0.3	0.76	2.03	0.3	0.4	0.96	0	0.13	1.82	0.48	3.91
TMEM258	46.74	5.02	21.24	34.07	6.43	33.96	16.65	32.44	49.63	34.64	40.65	20.18	79.36	19.26	16.94	36.17	40.9	13.18	15.83	45.83	39.83	106.06	33.05	33.38
TMEM259	69.25	34.45	24.41	46.13	7.31	110.21	78.81	29.66	28.14	5.85	13.68	24.64	35.8	12.9	29.39	22.51	33.93	38.65	21.67	39.21	21.08	99.14	157.35	31.47
TMEM26	0.34	0.49	1.61	0.55	0	0.23	0.2	1.69	0.3	0.64	0.23	1.77	0	0.6	0.42	0.15	0.58	0	0.32	0.29	1.16	0	0.53	1.35
TMEM260	8.2	8.11	13.88	16.13	12.6	8.07	6.54	9.61	10.37	11.29	8.78	12.53	7.86	21.65	6.92	5.26	8.28	0.29	5.43	21.23	11.94	10.72	9.29	5.16
TMEM263	14.72	20.47	26.59	25.88	19.37	15.19	30.55	29.11	23.52	43.57	47.54	45.56	23.63	18.14	20.49	18.68	20.23	10.43	12.59	25.03	31.4	22.28	22.8	41.19
TMEM266	0.49	0.21	0	0	0.32	1.06	0.27	0.69	0.23	0	3.48	0	0.34	0.26	0	0.47	0.25	0	1.23	2.38	0.19	0.68	1.11	0
TMEM267	5.27	3.51	8.77	8.22	3.33	3.86	2.93	9.48	3.82	8.18	9.1	11.96	9.07	1.58	6.76	6.9	15.44	3.68	6.78	13.46	8.19	6.91	2.87	7.31
TMEM268	8.12	2.47	2.03	5.98	4.9	3.4	5.97	4.01	2.94	6.87	7.31	7.03	2.55	1.25	6.11	3.58	3.47	5.06	3.46	6.37	1.5	1.37	3.24	1.41
TMEM270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM273	13.45	3.8	3.61	15.41	1.5	7.51	7.79	6.43	2.61	3.54	0.68	22.48	0.32	0.69	4.09	5.11	6.15	3.79	8.98	4.81	3.64	10.25	10.07	1.34
TMEM30A	16.32	9.58	31	31.45	36.91	16.32	8.58	42.37	30.37	32.12	21.09	44.28	21.34	13.56	20.98	12.65	22.16	8.56	35.85	8	24.1	9.09	8.08	33.92
TMEM30B	8.77	3.58	25.07	6.2	10.15	6.21	0	5.5	7.33	10.87	2.77	5.33	5.11	27	7.51	4.91	4.97	6.18	9.55	2.01	7.62	6.38	0.95	16.49
TMEM31	0	0	0	0	0	0	0	0.55	0	0	0	0	0	2.76	0	0	0	0	0	0	0.57	0	0	0
TMEM33	20.29	5.46	38.7	28.28	7.44	25.81	15.9	25.48	34.18	34.63	67.05	22.52	20.39	18.13	10.72	21.51	21.42	11.77	22.53	9.93	16.99	24.85	8.35	27.4
TMEM35A	0	0	0	0.36	0	0.88	0	0.36	0	2.8	0	0	0	0.22	0	0.2	0	0.29	0	0.37	0.19	0	0.34	0
TMEM37	5.25	0.88	1.89	5.37	14.56	12.99	11.51	5.43	1.2	1.49	0.82	3.85	46.58	1.83	9.53	3.44	5.19	7.96	9.86	49.45	3.6	26.42	7.95	3.28
TMEM38A	1.4	1.06	0	2.3	0	0.45	1.77	0.27	4.24	1.51	2.37	0.89	3.15	0.79	0.94	1.92	2.81	4.01	3.63	1.62	0.28	2.5	2	2.08
TMEM38B	4.6	1.83	6.11	2.16	2.92	1.7	0.57	4.42	1.95	3.13	2.29	7.49	3.77	5.46	1.11	2.31	1.37	0	0.62	5.7	3.01	3.62	0	2.13
TMEM39A	18	13.92	27.68	26.75	38.65	11.22	18.82	24.06	32.69	27.5	20.48	44.02	15.26	31.46	30.05	32.77	21.99	17.49	29.85	18.06	22.23	23.46	20.04	32.58
TMEM39B	7.35	2.02	4.17	7.87	5.52	5.78	10.55	5.38	4.33	2.91	2.93	4.88	9.76	6.68	4.45	2.78	3.64	16.01	2.19	4.74	3.59	5.47	15.31	5.23
TMEM40	0	0.71	1.29	0	0	0.66	0	0	0	0.34	0	0	0	16.65	0	4.42	0	0	0	0	0	0	0.82	7.21
TMEM41A	8.63	4.22	25.18	12.11	18.17	12.47	16.91	10.79	15.53	10.65	9.58	7.43	22.59	8.68	7.91	18.17	13.65	7.74	11.09	55.15	8.75	23.93	5.88	18.34
TMEM42	3.57	3.55	5.27	4.42	10.01	3.05	4.5	3.35	5.84	2.44	3.23	3.85	6.38	1.99	4.17	2.77	1.68	1.67	3.55	4.44	1.94	5.97	4.89	7.85
TMEM43	20.89	14.57	44.47	27.69	7.7	28.62	32.84	29.09	42.17	10.73	4.35	22.29	7.81	26.68	19.67	8.73	12.51	15.33	11.09	14.57	14.83	10.16	27.7	27.56
TMEM44	15.61	11.75	20.74	21.46	5.81	29.03	26.44	6.02	6.24	3.37	6.03	15.27	9.86	41.24	4.26	12.07	6.67	18.61	7.27	11.51	16.69	12.93	37.32	3.73
TMEM45A	9.3	3.9	7.66	11.97	2.54	13.22	2.73	6.55	18.44	1.57	44.41	22.86	1.9	2.93	2.27	5.28	7.72	23.24	3.37	7.11	12.89	0.56	25.24	8.67
TMEM45B	18.2	10.26	8.71	1.59	11.83	11.63	4.67	11.46	1.52	17.35	57.44	2.37	31.59	1.11	8.04	13.25	13.06	5.68	5.84	44.77	4.71	21.41	0	0.9
TMEM47	0.43	0.8	1.39	6.13	0.54	1.29	0.38	2.18	1.06	1.86	0.14	9.7	0.96	1.39	1.69	1.38	0.93	0.42	4.08	0.36	3.28	0	1.51	0.28
TMEM50A	24.04	12.24	35.27	28.3	12.67	22.03	18.3	33.38	60.38	63.69	9.28	39.3	27.94	43.97	25.66	30.1	24.76	46.77	20.99	25.63	26.61	25.23	10.57	23.94
TMEM50B	21.32	12.53	13.16	27.92	28.54	30.99	17.6	16.59	17.92	16.23	20.24	28.55	35.26	17.44	36.48	27.05	11.23	11.93	35.37	15.52	16.86	46.75	21.39	17.48
TMEM51	8.87	6.83	10.13	7.17	0.79	12.44	11.35	5.74	6.74	4.82	0.97	4.31	2.52	4.14	2.41	5.55	5.19	9.22	1.86	12.21	4.33	5.42	14.34	6.44
TMEM51-AS1	4.06	3.55	2.98	1.62	1.51	5.95	2.67	2.17	3.77	0.71	0.08	1.4	0.09	0.86	1	1.4	2.25	2.11	2.83	19.22	1.47	0.9	6.89	1.23
TMEM52B	0.51	0	0.38	0.28	0.21	0	0.2	0.73	0.15	0.19	0	0.24	0	13.63	0.28	0.31	0	0	0	0	0	0	0	0
TMEM53	3.95	0.35	2.29	1.45	0.83	12.92	5.32	3.08	5.8	4.98	0.29	3.16	1.6	2.23	2.27	3.93	3.61	11.2	4.14	8.35	2.4	15.32	2.64	2.81
TMEM54	13.62	3.44	8.81	8.74	8	18.21	6.05	10.36	5.03	9.05	12.33	4.16	13.95	21.81	8.33	16.7	12.9	15.68	2.93	37.04	1.24	37.04	12.96	10.53
TMEM59	50.04	18.69	48.6	61.47	34.95	118.26	31.9	56.75	90.47	85.9	25.43	48.44	74.45	42.53	59.71	75.22	42.57	55.94	45.87	40.89	36.43	130.58	29.09	60.48
TMEM59L	3.16	0.47	0	1.37	8.42	1.74	1.32	11.31	0	2.93	0.37	0.42	0.87	0.28	3.52	0.26	0.27	21.34	0.34	0	1.36	17.56	0	0
TMEM60	8.52	4.07	4.52	8.18	3.48	1.5	3.3	5.38	6.07	10.44	8.76	5.58	10.75	5.01	11.08	11.15	2.67	2.88	4.22	4.71	10.66	4.9	0	7.97
TMEM61	1.13	0.3	1.3	0	0	2.98	0.44	0	0	1.73	0.98	0	0	0	0.31	0	0	1.44	0	0.63	0.31	2.19	0	2.89
TMEM62	17.09	4.52	13.09	25.12	30.77	21.66	21.09	17.86	12.29	55.77	12.43	19.53	24.6	24.34	37.84	15.22	18.46	7.9	13.53	28.97	21.04	7.74	3.71	8.53
TMEM63A	155.15	44.52	100.25	114.71	39.11	320.01	117.11	53.69	75.26	65.91	20.85	33.37	50.93	24.37	86.8	90.2	93.5	123.76	40.91	125.6	45.8	133.81	82.23	27.68
TMEM63B	17.54	10.83	21.24	14.22	8.94	32.98	59.64	18.85	34.17	13.66	12.45	7.9	19.25	10.22	22.58	35.05	13.34	47.11	15.62	39.68	11.53	28.04	30.34	14.14
TMEM63C	2.83	0	2.18	0.26	0	0.75	4.49	0.33	0.29	2.29	0	0.12	0.72	0.08	1.75	0	0	1.15	0	0.27	0	4.09	0	10.93
TMEM64	2.07	1.22	5.03	4.06	12.04	2.91	2.28	7.2	7.14	11.2	7.29	5.46	1.78	3.52	1.98	2.85	4.13	3.15	2.3	4.96	3.3	1.14	3.1	1.91
TMEM65	5.04	5.91	23.15	15.7	6.99	3.78	3.41	7.14	6.99	5.99	11.73	11.45	4.8	2.26	4.43	6.54	7.69	1.23	9.03	4.46	7.85	2.27	2.28	5.62
TMEM67	8.32	7.65	18.08	13.93	7.16	24.54	4.36	19.71	8.65	15.49	14.99	14.32	15.81	12.08	9.23	10.84	8.11	12.14	17.22	18.66	7.76	19.45	11.39	15.4
TMEM68	8.54	4.1	21.91	16.63	13.29	8.99	5.85	19.65	6.51	17.92	34.93	11.92	2.82	23.21	16.72	14.33	15.51	6	20.24	11.46	15.78	4.28	18.84	12.08
TMEM69	13.9	2.47	13.75	12.9	7.09	12.63	8.12	6.58	18.4	26.89	5.38	8.8	36.36	18.66	10.44	7.43	13	15.65	3.17	30.66	5.53	2.78	10.67	8.04
TMEM70	8.18	2.05	8.67	11.18	2.75	5.68	5.51	9.62	2.56	13.36	10.55	5.78	3.21	4.81	5.37	13.18	6.77	3.85	11.74	3.81	3.97	2.89	3.18	9.59
TMEM71	5.96	10.2	3.43	6.95	0	5.27	0.28	2.49	3.62	3.08	9.45	4.34	0	2.75	0.72	3.15	1.3	5.46	1.42	1.49	4.17	0	2.06	1.66
TMEM72-AS1	0.91	0.59	0	1	0.28	0.73	1.15	0.43	0.13	0.26	0	1.41	0.89	0	0.45	1.47	0.7	0	2.91	0.32	0.88	1.36	0.24	0
TMEM74	0.14	0	0	0	0.26	0	0	0	0	0.32	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0.04
TMEM74B	1.29	3.42	2.5	8.53	0	6.26	7.45	3.64	0.24	1.95	1.85	11.23	2.57	2.75	3.01	0.96	6.68	0	2.69	17.15	1.99	10.51	9.31	1.54
TMEM79	4.93	1.81	5.33	2.37	0.23	1.77	4.32	1.89	2.1	1.56	3.94	1.56	3.24	1.87	3.35	4.81	7.2	6.39	1.59	4.1	1.08	39.33	2.83	2.49
TMEM86A	4.59	4.76	2.27	6.72	2.18	7.38	16.99	1.83	0.43	1.66	1.61	3.63	7.51	1.1	2.45	1.27	1.75	8.68	3.65	1.22	1.33	3.25	5.27	1.72
TMEM87A	19.05	16.63	35.22	33.79	48.86	28.11	27.46	28	40.72	60.98	11.3	40.2	34.51	21.83	30.11	22.47	33.15	13.81	28.06	25.04	27.91	19.32	16.61	27.71
TMEM87B	16.03	7.26	43.11	19.58	12.52	7.17	5.14	22.78	28.19	21.87	13.92	21.84	21.54	25.5	12.34	20.89	16.6	12.68	16.47	11.22	16.35	9.43	6.68	13.29
TMEM88	2.38	0.86	1.24	4.56	0	8.41	2.75	0.9	0	0.66	0.73	1.6	12.98	0	2.14	2.09	0	3.1	0	5.52	1.75	1.64	7.36	0.71
TMEM8B	14.09	1.61	3.69	12.52	14.89	47.23	13.71	3.74	0.89	6.54	14.1	3.69	79.08	1.3	7.91	10.45	12.47	79.61	9.7	12.51	3.66	122.1	31.86	6.56
TMEM92	6.02	7.37	6.53	0.26	1.2	2.55	4.4	1.75	0	2.08	1.74	1.17	5.01	0.65	1.63	6.44	2.92	8.49	0.62	4.7	6.02	0	8.93	2.01
TMEM94	80.8	24.94	31.31	55.02	28.53	66.54	81.95	20.82	17.23	18.31	16.63	39.75	59.98	43.4	45.56	26.56	31.29	67.96	16.89	52.33	18.1	76.07	105.96	22.49
TMEM97	18.56	0.87	21.57	6.35	16.04	19.16	6.93	7.49	42.1	30.46	19.94	3.09	12.09	40.66	23.22	17.52	22.81	2.48	11.82	50.35	5.61	15.94	6.91	11.18
TMEM98	21.8	3.82	1.76	18.3	16.67	13.79	5.84	8.83	0.53	11.89	1.43	14.23	8.24	0.53	10.72	9.12	19.87	20.93	16.55	8.27	13.1	7.45	18.96	5.04
TMEM99	12.25	0.96	2.93	4.23	7.99	5.09	3.74	7.01	15.45	0	14	3.7	15.83	5.67	12.37	1.19	18.81	3.25	7.29	3.2	9.85	8.41	3.33	10.41
TMEM9B	6.56	2.01	8.11	11.48	7.33	4.58	5.49	11.58	16.44	28.64	8.71	11.95	9.83	13.64	8.58	8.58	12.68	4.18	10.16	6.61	10.64	17.92	4.27	5.45
TMF1	9.72	20.45	19.46	24.03	14.65	11.47	7.28	20.68	12.63	23.19	10.68	19.75	4.96	28.94	25.03	11.29	7.59	10.97	12.98	3.67	12.94	3.9	14.1	23.6
TMIGD2	0.39	0	0	0	0	0	0	0.62	0.35	0	0	0	0.57	0.38	0	0.7	0	0	0	0	0	0	0	1
TMIGD3	2.79	0	1.16	2.72	3.75	5.65	33.55	1.21	0.62	14.2	2.86	1.17	0	1	1.25	1.82	0	0	0	2.54	3.68	2.43	2.57	1.3
TMLHE	9.93	5.38	2.71	15.4	3.47	6.74	4.04	6.65	2.98	3.7	11.18	18.97	4.92	6.01	3.58	3.4	7.83	3.43	6.62	9.47	6.46	7.75	5.31	6.02
TMOD1	1.22	3.81	3.73	2.58	0	1.17	2.16	1.23	0.6	1.63	0.93	2.01	0	0.35	0.33	0.61	1.7	3.09	1.11	0.59	0	1.57	0.41	2.31
TMOD2	5.63	5.9	8.99	16.19	3.58	5.31	9	3.84	1	9.67	4.11	10.51	3.71	2.13	3.75	2.53	2.3	1.22	2.66	3.19	4.08	15.53	5.7	3.13
TMOD3	20.31	9.46	23.14	40.71	11.54	21.42	19.44	14.06	21.11	23.84	10.51	29.31	19.98	16.96	10.54	13.2	28.09	23.98	11.33	14.44	24.09	12.96	24.01	15.86
TMOD4	0.07	0	1.44	0	0	0	0	0.9	0	0	0	0.73	0	0	1.1	0	0	0	0.45	0	0	0	0	0
TMPO	29.21	17.94	74.42	38.61	42.88	31.48	37.59	48.06	65.56	65.87	46.43	29.68	24.24	81.91	28.56	13.52	41.77	40.68	30.71	40.15	43.51	45.42	19.28	27.53
TMPRSS11B	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS11D	0.18	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS11E	1.83	2.08	0.25	1.08	0	0	0	1.51	6.22	0.76	1.95	2.83	0.94	0	0	0.19	0.41	0	0	0.71	2.31	0	0	5.37
TMPRSS13	4.96	4.71	6.38	2.49	3.06	2.59	0.86	1.41	1.66	5.72	0.23	2.66	2.39	8.17	5.44	6.71	1.36	4.21	1.46	2.19	5.07	11.96	0	2.43
TMPRSS15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS2	21.87	4.36	8.32	1.73	38.98	44.11	15.78	9.01	1.49	9.34	0	0	4.87	16.78	18.87	15.1	1.19	8.03	49.78	26.59	1.65	3.52	64.03	6.11
TMPRSS3	0.48	1.59	0	1.04	0	24.68	1.91	0.96	2.57	0.4	0	0	1.03	0	0.54	7.12	5.11	12.24	0	1.25	1.08	0	17.36	0.1
TMPRSS4	37.85	11.01	18.82	32.38	1.45	137.23	0	3.38	0.9	65.06	0.89	4.89	4.27	2.15	17.54	25.07	16.7	44.5	23.68	48.63	59.41	42.4	152.98	3.41
TMPRSS5	0.94	0	0	1.5	0.29	0.67	6.49	1.46	0	1.17	0	0.5	0.37	0	0.21	0	0.96	0	3.9	0.42	0.21	0	3.06	1.37
TMPRSS6	1.47	0.44	0.31	0.44	0	0.19	0	8.53	0	0	0	0.2	3.62	0	0	0	3.48	5.85	0	7.98	4.42	0	0	0.08
TMSB10	1012.62	410.66	1066.31	1069.88	106.03	1940.12	2456.96	929.51	1966.29	412.27	310.44	683.15	257.3	804.71	424.38	786.46	848.33	1930.39	279.6	1019.55	2277.7	436.62	2041.47	2291.37
TMSB15A	0	0	0	0	2.04	0	0	0.66	0	0	0	0	0	0	0	0.74	0.78	0	0	0	0	0	0	0
TMSB4X	1119.2	354.04	621.93	964.56	309.8	1115.68	782.33	1228.35	422.97	946.04	122.04	1058.01	166.48	613.33	465.55	667.3	374.75	796.8	777.96	608.03	631.8	514.9	772.51	384.07
TMSB4Y	4.56	0	0.35	5.46	0	3.52	0	0	0	0	0	0	0	0.15	1.53	0	0	0	0	1.33	0	0.9	0	0.1
TMTC1	1.39	8.85	0.44	8.06	0.98	8.84	4.85	3.67	0.91	5.44	5.83	15.9	2.13	0.25	3.17	11.68	5.35	4.63	3.51	0.62	1.92	1.48	2.76	0.72
TMTC2	23.86	6.58	8.01	10.36	41.69	17.34	14.44	8.97	20.74	20.45	17.97	3.22	8.01	1.13	6.1	11.18	6.39	5.35	13.4	1.99	2.83	12.92	44.16	5.43
TMTC3	3.28	4.57	18.51	10.51	6.93	4.67	2.33	8.47	12.85	17.28	6.08	22.09	8.46	67.26	8.04	6.42	10.33	2.4	5.12	8.26	8.07	6.63	1.72	5.95
TMTC4	6.64	4.09	6.26	13.82	6.1	12.56	11.98	3.63	11.27	14.43	4.01	9.6	19.17	12.32	7.5	6.82	7.26	5.86	5.36	14.22	15.79	2.56	7.44	0.96
TMUB1	18.92	6.49	9.93	6.67	4.39	17.23	31.38	5.68	9.83	5.24	3.09	5.86	14.8	17.8	10.19	18.06	6.85	38.56	1.49	27.81	6.33	36.42	34.2	13.31
TMUB2	16.81	8.76	15.7	17.22	5.68	19.99	20.32	9.07	11.39	14.59	9	11.18	13.25	4.4	18.45	9.93	6.86	10.9	6.36	4.23	11.4	16.2	17.61	8.71
TMX1	10.37	9.86	39.11	22.22	27.75	14.2	13.05	17.79	25.5	20.12	10.91	27.64	21.92	59.25	14.04	9.43	11.64	16.3	8.63	14.26	13.11	11.04	11.64	9.25
TMX2	30.99	11.18	19.42	26.96	11.73	17.42	20.91	23.73	47.14	38.68	43.17	35.04	60.41	43.17	21.49	20.54	47.61	33.93	21.52	52.84	31.74	42.29	22.67	19.66
TMX3	20.35	15.25	23.63	46.37	48.51	31.56	17.97	21.19	23.4	32.38	17.33	38.08	19.88	9.61	22.84	19.04	36.01	7.91	21.13	23.96	41.5	12.12	15.13	7.07
TMX4	6.81	3.56	6.21	13.68	7.5	5.82	7.01	9.08	6.52	19.03	2.7	11.95	6.3	2.03	9.11	14.83	4.77	3.82	10.53	11.14	5.21	11.55	7.89	6.28
TNC	26.54	7.58	59.96	31.32	10.34	12.44	76.56	27.71	7.4	3.79	5.83	126.46	4.47	13.78	268.33	7.08	39.48	37.51	171.35	1.04	29.38	10.09	114.82	7.46
TNF	5.44	0.22	0.63	4.41	0.34	0	0.32	0.87	0.24	0	0.36	0	0.81	0	1.12	1.23	0.26	1.41	0	1.83	0	0	0.84	0.53
TNFAIP1	11.11	6.75	14.63	21.98	8.33	14.48	16.52	8.91	13.33	9.17	4.06	13.64	5.39	11.42	12.61	13.18	9.09	16.48	7.42	10.71	11.52	10.58	26.81	8.53
TNFAIP2	38.85	32.53	27.63	32.76	3.17	63.68	68.96	23.29	5.21	18.96	2.78	20.9	18.17	20.64	16.06	22.73	12.78	49.98	8.66	42.44	6.84	74.84	118.19	16.46
TNFAIP3	32.19	38.08	19.28	66.01	1.35	37.54	27.04	36.71	13.36	3.75	7.22	20.19	16.17	82.78	21.38	22.11	8.6	73.66	11.95	32.5	14.82	17.79	37.56	43.81
TNFAIP6	0.33	3.45	4.72	11.79	0	1.3	0	1.05	0	2.64	1.42	6.49	0	1.94	0.27	0.89	2.18	5.67	4.19	0	5.67	0	5.26	0.21
TNFAIP8	18.72	9.11	7.22	41.28	2.76	3.9	14.25	13.05	9.8	3.75	5.75	18.05	2.13	26.33	16.15	8.71	6.25	7.74	11.55	9.69	6.52	14.79	12.23	7.92
TNFAIP8L1	5.92	2.73	1.74	7.43	0.71	10.65	5.59	4.07	1.02	0.79	2.73	2.48	1.35	3.85	2.65	2.61	3.53	10.1	1.59	5.72	2.42	2.31	6.03	2.65
TNFAIP8L2	6.58	1	0.95	1.99	0.51	2.18	2.87	2.29	0	0	1.6	2.91	0	0.41	1.68	1.11	0.78	0	0	0.69	0.68	8.39	3.18	1.05
TNFRSF10A	10.49	5.77	8.08	4.81	2.46	10.28	22.03	3.59	11.14	10.81	6.69	3.99	3.91	2.3	6.53	4.8	5.11	4.86	2.17	5.18	6.52	1.47	3.32	5.62
TNFRSF10B	14.63	36.57	55.63	39.65	23.65	43.92	112.4	21.36	23.03	29.31	106.12	46.76	20.23	5.36	23.88	16.53	20.88	33.79	21.97	16.59	24.33	19.1	43.99	16.58
TNFRSF10C	0.87	3.97	1.58	1.29	1.08	6.35	10.17	1.58	1.66	5.49	4.36	2.17	2.75	0.26	2.64	3.13	1.57	0	2.33	0	7.43	0	10.02	0.87
TNFRSF10D	3.08	5.91	6.23	6.43	4.94	7.58	6.05	3.2	6.39	5.56	16.58	8.48	7.17	0.74	1.84	3.5	3.46	3.53	4.53	3.33	6.57	3.32	4.42	4.55
TNFRSF11A	8.41	0.8	2.51	2.82	0.79	4.89	4.35	1.05	0.54	3.92	0.16	8.87	0.16	0	1.16	5.49	7.57	0.82	1.66	4.32	1.35	6.14	3.01	2.64
TNFRSF11B	0.86	2.33	0	6.19	0.77	1.72	0.49	0.41	1.07	0.69	0.28	1.57	0	0.52	1.13	1.69	0	0	0.73	16	0.96	0.64	5.77	1.7
TNFRSF12A	14.04	12.15	30.35	44.55	5.7	23.06	32.22	14.88	37.08	1.91	9.61	14.35	17.25	7.28	10.31	13.8	18.86	20.64	11.2	13.42	32.72	7.3	131.85	61.1
TNFRSF13B	10.56	0	0	5.25	0	0.46	0	0.07	0	0	0	0.82	0	0	2.45	3.36	0	0	0.43	0	0.29	3.4	1.6	0.64
TNFRSF13C	30.48	0.45	1.29	15.43	0.55	1.18	0.9	3.93	0.1	0.25	0.29	0.32	1.48	0.33	3.93	2.52	0.11	4.88	0.56	7.25	0.56	5.93	2.06	1.28
TNFRSF14	48.89	27.17	13.03	30.09	15.17	85.48	58.08	15.92	5.55	4.35	7.02	23.4	17.35	2.61	22.01	19.24	16.85	69.8	14.41	32.66	9.34	132.03	59.29	11.03
